iso3,year,risk.factor,measure,unit,sex,age,best,lo,hi
ARM,2021,smoking,inc,num,m,15+,90,32,179
ARM,2021,undernutrition,inc,num,a,a,53,39,70
ATG,2021,hiv,inc,num,a,a,,,
ATG,2021,diabetes,inc,num,a,18+,0,0,0
ATG,2021,diabetes,inc,num,f,18+,0,,
ATG,2021,diabetes,inc,num,m,18+,0,0,0
ATG,2021,alcohol,inc,num,a,15+,0,0,0
ATG,2021,alcohol,inc,num,f,15+,0,,
ATG,2021,alcohol,inc,num,m,15+,0,0,0
ATG,2021,smoking,inc,num,a,15+,,,
ATG,2021,smoking,inc,num,f,15+,,,
ATG,2021,smoking,inc,num,m,15+,,,
ATG,2021,undernutrition,inc,num,a,a,,,
AUS,2021,hiv,inc,num,a,a,44,14,90
AUS,2021,diabetes,inc,num,a,18+,53,21,100
AUS,2021,diabetes,inc,num,f,18+,21,8,41
AUS,2021,diabetes,inc,num,m,18+,30,11,57
AUS,2021,alcohol,inc,num,a,15+,173,67,328
AUS,2021,alcohol,inc,num,f,15+,52,22,95
AUS,2021,alcohol,inc,num,m,15+,113,50,202
AUS,2021,smoking,inc,num,a,15+,133,38,288
AUS,2021,smoking,inc,num,f,15+,54,18,109
AUS,2021,smoking,inc,num,m,15+,74,25,150
AUS,2021,undernutrition,inc,num,a,a,87,74,101
AUT,2021,hiv,inc,num,a,a,9,2,19
AUT,2021,diabetes,inc,num,a,18+,8,3,16
AUT,2021,diabetes,inc,num,f,18+,2,0,4
AUT,2021,diabetes,inc,num,m,18+,6,2,13
AUT,2021,alcohol,inc,num,a,15+,90,42,156
AUT,2021,alcohol,inc,num,f,15+,17,7,30
AUT,2021,alcohol,inc,num,m,15+,75,39,123
AUT,2021,smoking,inc,num,a,15+,53,18,109
AUT,2021,smoking,inc,num,f,15+,17,6,33
AUT,2021,smoking,inc,num,m,15+,34,12,67
AUT,2021,undernutrition,inc,num,a,a,23,19,26
AZE,2021,hiv,inc,num,a,a,119,35,255
AZE,2021,diabetes,inc,num,a,18+,335,115,669
AZE,2021,diabetes,inc,num,f,18+,125,44,248
AZE,2021,diabetes,inc,num,m,18+,201,66,410
AZE,2021,alcohol,inc,num,a,15+,704,241,1411
AZE,2021,alcohol,inc,num,f,15+,96,36,185
AZE,2021,alcohol,inc,num,m,15+,688,287,1263
AZE,2021,smoking,inc,num,a,15+,598,148,1357
AZE,2021,smoking,inc,num,f,15+,1,0,2
AZE,2021,smoking,inc,num,m,15+,683,232,1372
AZE,2021,undernutrition,inc,num,a,a,335,263,415
BDI,2021,hiv,inc,num,a,a,1315,396,2775
BDI,2021,diabetes,inc,num,a,18+,252,21,757
BDI,2021,diabetes,inc,num,f,18+,92,11,254
BDI,2021,diabetes,inc,num,m,18+,157,18,441
BDI,2021,alcohol,inc,num,a,15+,1661,232,4466
BDI,2021,alcohol,inc,num,f,15+,233,51,551
BDI,2021,alcohol,inc,num,m,15+,1609,412,3605
BDI,2021,smoking,inc,num,a,15+,558,34,1789
BDI,2021,smoking,inc,num,f,15+,51,7,137
BDI,2021,smoking,inc,num,m,15+,592,95,1533
BDI,2021,undernutrition,inc,num,a,a,,,
BEL,2021,hiv,inc,num,a,a,37,12,76
BEL,2021,diabetes,inc,num,a,18+,21,8,40
BEL,2021,diabetes,inc,num,f,18+,5,1,10
BEL,2021,diabetes,inc,num,m,18+,16,6,33
BEL,2021,alcohol,inc,num,a,15+,148,63,269
BEL,2021,alcohol,inc,num,f,15+,28,12,50
BEL,2021,alcohol,inc,num,m,15+,132,64,223
BEL,2021,smoking,inc,num,a,15+,104,32,218
BEL,2021,smoking,inc,num,f,15+,31,11,61
BEL,2021,smoking,inc,num,m,15+,73,26,143
BEL,2021,undernutrition,inc,num,a,a,48,41,56
BEN,2021,hiv,inc,num,a,a,611,178,1308
BEN,2021,diabetes,inc,num,a,18+,233,34,618
BEN,2021,diabetes,inc,num,f,18+,86,15,216
BEN,2021,diabetes,inc,num,m,18+,147,25,376
BEN,2021,alcohol,inc,num,a,15+,863,144,2211
BEN,2021,alcohol,inc,num,f,15+,118,26,278
BEN,2021,alcohol,inc,num,m,15+,823,214,1832
BEN,2021,smoking,inc,num,a,15+,175,13,535
BEN,2021,smoking,inc,num,f,15+,17,2,45
BEN,2021,smoking,inc,num,m,15+,184,29,479
BEN,2021,undernutrition,inc,num,a,a,957,603,1393
BFA,2021,hiv,inc,num,a,a,685,197,1472
BFA,2021,diabetes,inc,num,a,18+,300,37,829
BFA,2021,diabetes,inc,num,f,18+,94,15,244
BFA,2021,diabetes,inc,num,m,18+,222,36,572
BFA,2021,alcohol,inc,num,a,15+,395,51,1084
BFA,2021,alcohol,inc,num,f,15+,24,5,58
BFA,2021,alcohol,inc,num,m,15+,456,102,1069
BFA,2021,smoking,inc,num,a,15+,542,41,1673
BFA,2021,smoking,inc,num,f,15+,43,6,113
BFA,2021,smoking,inc,num,m,15+,586,100,1493
BFA,2021,undernutrition,inc,num,a,a,2322,1482,3347
BGD,2021,hiv,inc,num,a,a,615,180,1311
BGD,2021,diabetes,inc,num,a,18+,17730,5606,36708
BGD,2021,diabetes,inc,num,f,18+,7609,2414,15731
BGD,2021,diabetes,inc,num,m,18+,10118,3242,20837
BGD,2021,alcohol,inc,num,a,15+,6961,1923,15177
BGD,2021,alcohol,inc,num,f,15+,1194,396,2424
BGD,2021,alcohol,inc,num,m,15+,6541,2194,13220
BGD,2021,smoking,inc,num,a,15+,35829,7882,84529
BGD,2021,smoking,inc,num,f,15+,586,149,1316
BGD,2021,smoking,inc,num,m,15+,34841,10734,72882
BGD,2021,undernutrition,inc,num,a,a,65119,47253,85805
BGR,2021,hiv,inc,num,a,a,10,3,22
BGR,2021,diabetes,inc,num,a,18+,48,17,93
BGR,2021,diabetes,inc,num,f,18+,15,4,31
BGR,2021,diabetes,inc,num,m,18+,34,11,71
BGR,2021,alcohol,inc,num,a,15+,180,73,335
BGR,2021,alcohol,inc,num,f,15+,19,7,36
BGR,2021,alcohol,inc,num,m,15+,187,84,331
BGR,2021,smoking,inc,num,a,15+,234,79,471
BGR,2021,smoking,inc,num,f,15+,77,27,151
BGR,2021,smoking,inc,num,m,15+,159,57,311
BGR,2021,undernutrition,inc,num,a,a,73,54,96
BHR,2021,hiv,inc,num,a,a,1,0,3
BHR,2021,diabetes,inc,num,a,18+,10,3,18
BHR,2021,diabetes,inc,num,f,18+,3,1,6
BHR,2021,diabetes,inc,num,m,18+,6,2,12
BHR,2021,alcohol,inc,num,a,15+,6,2,13
BHR,2021,alcohol,inc,num,f,15+,0,0,0
BHR,2021,alcohol,inc,num,m,15+,5,2,10
BHR,2021,smoking,inc,num,a,15+,14,4,31
BHR,2021,smoking,inc,num,f,15+,1,0,3
BHR,2021,smoking,inc,num,m,15+,14,5,27
BHR,2021,undernutrition,inc,num,a,a,,,
BHS,2021,hiv,inc,num,a,a,10,4,18
BHS,2021,diabetes,inc,num,a,18+,2,0,4
BHS,2021,diabetes,inc,num,f,18+,0,0,1
BHS,2021,diabetes,inc,num,m,18+,1,0,2
BHS,2021,alcohol,inc,num,a,15+,5,1,9
BHS,2021,alcohol,inc,num,f,15+,1,0,1
BHS,2021,alcohol,inc,num,m,15+,4,2,7
BHS,2021,smoking,inc,num,a,15+,2,0,4
BHS,2021,smoking,inc,num,f,15+,0,0,0
BHS,2021,smoking,inc,num,m,15+,2,0,4
BHS,2021,undernutrition,inc,num,a,a,,,
BIH,2021,hiv,inc,num,a,a,1,0,4
BIH,2021,diabetes,inc,num,a,18+,29,11,57
BIH,2021,diabetes,inc,num,f,18+,10,3,21
BIH,2021,diabetes,inc,num,m,18+,20,6,40
BIH,2021,alcohol,inc,num,a,15+,101,40,191
BIH,2021,alcohol,inc,num,f,15+,15,5,29
BIH,2021,alcohol,inc,num,m,15+,95,41,172
BIH,2021,smoking,inc,num,a,15+,136,44,278
BIH,2021,smoking,inc,num,f,15+,42,14,85
BIH,2021,smoking,inc,num,m,15+,98,35,193
BIH,2021,undernutrition,inc,num,a,a,43,32,55
BLR,2021,hiv,inc,num,a,a,156,45,333
BLR,2021,diabetes,inc,num,a,18+,92,31,185
BLR,2021,diabetes,inc,num,f,18+,26,8,56
BLR,2021,diabetes,inc,num,m,18+,64,18,139
BLR,2021,alcohol,inc,num,a,15+,733,339,1278
BLR,2021,alcohol,inc,num,f,15+,92,39,169
BLR,2021,alcohol,inc,num,m,15+,729,385,1180
BLR,2021,smoking,inc,num,a,15+,310,93,655
BLR,2021,smoking,inc,num,f,15+,43,13,89
BLR,2021,smoking,inc,num,m,15+,311,111,613
BLR,2021,undernutrition,inc,num,a,a,151,113,195
BLZ,2021,hiv,inc,num,a,a,15,5,30
BLZ,2021,diabetes,inc,num,a,18+,5,1,10
BLZ,2021,diabetes,inc,num,f,18+,2,0,4
BLZ,2021,diabetes,inc,num,m,18+,2,0,5
BLZ,2021,alcohol,inc,num,a,15+,12,4,25
BLZ,2021,alcohol,inc,num,f,15+,1,0,3
BLZ,2021,alcohol,inc,num,m,15+,11,5,19
BLZ,2021,smoking,inc,num,a,15+,4,0,9
BLZ,2021,smoking,inc,num,f,15+,0,0,0
BLZ,2021,smoking,inc,num,m,15+,4,1,8
BLZ,2021,undernutrition,inc,num,a,a,12,10,15
BOL,2021,hiv,inc,num,a,a,519,141,1136
BOL,2021,diabetes,inc,num,a,18+,461,96,1106
BOL,2021,diabetes,inc,num,f,18+,195,43,462
BOL,2021,diabetes,inc,num,m,18+,249,48,612
BOL,2021,alcohol,inc,num,a,15+,1606,407,3614
BOL,2021,alcohol,inc,num,f,15+,364,105,781
BOL,2021,alcohol,inc,num,m,15+,1358,427,2817
BOL,2021,smoking,inc,num,a,15+,805,127,2092
BOL,2021,smoking,inc,num,f,15+,122,25,293
BOL,2021,smoking,inc,num,m,15+,765,175,1780
BOL,2021,undernutrition,inc,num,a,a,2835,1794,4111
BRA,2021,hiv,inc,num,a,a,8060,2230,17564
BRA,2021,diabetes,inc,num,a,18+,4301,1583,8353
BRA,2021,diabetes,inc,num,f,18+,1496,539,2932
BRA,2021,diabetes,inc,num,m,18+,2698,925,5402
BRA,2021,alcohol,inc,num,a,15+,9573,3611,18391
BRA,2021,alcohol,inc,num,f,15+,1292,538,2370
BRA,2021,alcohol,inc,num,m,15+,9877,4479,17372
BRA,2021,smoking,inc,num,a,15+,7290,1988,15974
BRA,2021,smoking,inc,num,f,15+,1820,604,3696
BRA,2021,smoking,inc,num,m,15+,6029,2059,12093
BRA,2021,undernutrition,inc,num,a,a,5378,4587,6231
BRB,2021,hiv,inc,num,a,a,0,0,0
BRB,2021,diabetes,inc,num,a,18+,0,0,0
BRB,2021,diabetes,inc,num,f,18+,0,,
BRB,2021,diabetes,inc,num,m,18+,0,0,0
BRB,2021,alcohol,inc,num,a,15+,0,0,1
BRB,2021,alcohol,inc,num,f,15+,0,,
BRB,2021,alcohol,inc,num,m,15+,1,0,2
BRB,2021,smoking,inc,num,a,15+,0,0,0
BRB,2021,smoking,inc,num,f,15+,0,,
BRB,2021,smoking,inc,num,m,15+,0,0,0
BRB,2021,undernutrition,inc,num,a,a,0,0,0
BRN,2021,hiv,inc,num,a,a,4,1,9
BRN,2021,diabetes,inc,num,a,18+,16,5,31
BRN,2021,diabetes,inc,num,f,18+,6,2,12
BRN,2021,diabetes,inc,num,m,18+,9,3,19
BRN,2021,alcohol,inc,num,a,15+,18,6,36
BRN,2021,alcohol,inc,num,f,15+,2,0,4
BRN,2021,alcohol,inc,num,m,15+,18,7,32
BRN,2021,smoking,inc,num,a,15+,30,8,66
BRN,2021,smoking,inc,num,f,15+,1,0,3
BRN,2021,smoking,inc,num,m,15+,32,11,62
BRN,2021,undernutrition,inc,num,a,a,13,11,16
BTN,2021,hiv,inc,num,a,a,40,4,112
BTN,2021,diabetes,inc,num,a,18+,69,24,135
BTN,2021,diabetes,inc,num,f,18+,34,12,67
BTN,2021,diabetes,inc,num,m,18+,33,12,66
BTN,2021,alcohol,inc,num,a,15+,57,18,120
BTN,2021,alcohol,inc,num,f,15+,8,3,17
BTN,2021,alcohol,inc,num,m,15+,42,16,82
BTN,2021,smoking,inc,num,a,15+,,,
BTN,2021,smoking,inc,num,f,15+,,,
BTN,2021,smoking,inc,num,m,15+,,,
BTN,2021,undernutrition,inc,num,a,a,,,
BWA,2021,hiv,inc,num,a,a,3035,1585,4949
BWA,2021,diabetes,inc,num,a,18+,243,66,531
BWA,2021,diabetes,inc,num,f,18+,100,31,211
BWA,2021,diabetes,inc,num,m,18+,135,38,293
BWA,2021,alcohol,inc,num,a,15+,829,244,1764
BWA,2021,alcohol,inc,num,f,15+,94,32,189
BWA,2021,alcohol,inc,num,m,15+,820,330,1527
BWA,2021,smoking,inc,num,a,15+,460,84,1151
BWA,2021,smoking,inc,num,f,15+,46,11,103
BWA,2021,smoking,inc,num,m,15+,477,137,1023
BWA,2021,undernutrition,inc,num,a,a,2343,1771,2992
CAF,2021,hiv,inc,num,a,a,6357,2198,12685
CAF,2021,diabetes,inc,num,a,18+,988,78,3019
CAF,2021,diabetes,inc,num,f,18+,381,43,1080
CAF,2021,diabetes,inc,num,m,18+,611,67,1743
CAF,2021,alcohol,inc,num,a,15+,2134,242,6038
CAF,2021,alcohol,inc,num,f,15+,215,42,524
CAF,2021,alcohol,inc,num,m,15+,2163,482,5079
CAF,2021,smoking,inc,num,a,15+,,,
CAF,2021,smoking,inc,num,f,15+,,,
CAF,2021,smoking,inc,num,m,15+,,,
CAF,2021,undernutrition,inc,num,a,a,14847,9600,21218
CAN,2021,hiv,inc,num,a,a,79,25,161
CAN,2021,diabetes,inc,num,a,18+,59,23,111
CAN,2021,diabetes,inc,num,f,18+,23,8,45
CAN,2021,diabetes,inc,num,m,18+,33,11,65
CAN,2021,alcohol,inc,num,a,15+,345,149,623
CAN,2021,alcohol,inc,num,f,15+,85,37,152
CAN,2021,alcohol,inc,num,m,15+,236,114,402
CAN,2021,smoking,inc,num,a,15+,152,45,322
CAN,2021,smoking,inc,num,f,15+,56,19,113
CAN,2021,smoking,inc,num,m,15+,87,29,175
CAN,2021,undernutrition,inc,num,a,a,105,89,122
CHE,2021,hiv,inc,num,a,a,18,5,37
CHE,2021,diabetes,inc,num,a,18+,7,2,14
CHE,2021,diabetes,inc,num,f,18+,2,0,4
CHE,2021,diabetes,inc,num,m,18+,5,1,11
CHE,2021,alcohol,inc,num,a,15+,68,30,121
CHE,2021,alcohol,inc,num,f,15+,11,4,20
CHE,2021,alcohol,inc,num,m,15+,57,29,95
CHE,2021,smoking,inc,num,a,15+,47,15,97
CHE,2021,smoking,inc,num,f,15+,18,6,36
CHE,2021,smoking,inc,num,m,15+,29,10,56
CHE,2021,undernutrition,inc,num,a,a,21,17,24
CHL,2021,hiv,inc,num,a,a,273,96,542
CHL,2021,diabetes,inc,num,a,18+,140,56,262
CHL,2021,diabetes,inc,num,f,18+,53,20,100
CHL,2021,diabetes,inc,num,m,18+,85,32,164
CHL,2021,alcohol,inc,num,a,15+,343,137,640
CHL,2021,alcohol,inc,num,f,15+,44,18,80
CHL,2021,alcohol,inc,num,m,15+,338,161,581
CHL,2021,smoking,inc,num,a,15+,395,125,819
CHL,2021,smoking,inc,num,f,15+,135,49,264
CHL,2021,smoking,inc,num,m,15+,266,98,514
CHL,2021,undernutrition,inc,num,a,a,208,177,242
CHN,2021,hiv,inc,num,a,a,12582,3565,27181
CHN,2021,diabetes,inc,num,a,18+,31110,12508,58040
CHN,2021,diabetes,inc,num,f,18+,8551,3253,16363
CHN,2021,diabetes,inc,num,m,18+,23528,9127,44629
CHN,2021,alcohol,inc,num,a,15+,68254,26689,128994
CHN,2021,alcohol,inc,num,f,15+,1087,442,2019
CHN,2021,alcohol,inc,num,m,15+,80868,37530,140558
CHN,2021,smoking,inc,num,a,15+,85985,26434,180023
CHN,2021,smoking,inc,num,f,15+,2248,717,4636
CHN,2021,smoking,inc,num,m,15+,100113,39578,188250
CHN,2021,undernutrition,inc,num,a,a,40658,34416,47413
CIV,2021,hiv,inc,num,a,a,6990,2334,14153
CIV,2021,diabetes,inc,num,a,18+,1167,166,3124
CIV,2021,diabetes,inc,num,f,18+,410,69,1048
CIV,2021,diabetes,inc,num,m,18+,757,129,1927
CIV,2021,alcohol,inc,num,a,15+,6527,1235,16135
CIV,2021,alcohol,inc,num,f,15+,1165,278,2676
CIV,2021,alcohol,inc,num,m,15+,5638,1620,12115
CIV,2021,smoking,inc,num,a,15+,2071,185,6179
CIV,2021,smoking,inc,num,f,15+,45,7,119
CIV,2021,smoking,inc,num,m,15+,2321,431,5772
CIV,2021,undernutrition,inc,num,a,a,8452,5254,12397
CMR,2021,hiv,inc,num,a,a,10930,3890,21545
CMR,2021,diabetes,inc,num,a,18+,1449,207,3875
CMR,2021,diabetes,inc,num,f,18+,583,101,1479
CMR,2021,diabetes,inc,num,m,18+,853,140,2196
CMR,2021,alcohol,inc,num,a,15+,6208,1065,15791
CMR,2021,alcohol,inc,num,f,15+,889,203,2071
CMR,2021,alcohol,inc,num,m,15+,5764,1545,12711
CMR,2021,smoking,inc,num,a,15+,1404,113,4277
CMR,2021,smoking,inc,num,f,15+,39,6,104
CMR,2021,smoking,inc,num,m,15+,1592,265,4085
CMR,2021,undernutrition,inc,num,a,a,4533,2823,6642
COD,2021,hiv,inc,num,a,a,28659,8494,60860
COD,2021,diabetes,inc,num,a,18+,8755,651,27108
COD,2021,diabetes,inc,num,f,18+,3690,380,10670
COD,2021,diabetes,inc,num,m,18+,4971,450,14783
COD,2021,alcohol,inc,num,a,15+,30196,3991,82334
COD,2021,alcohol,inc,num,f,15+,2849,561,6960
COD,2021,alcohol,inc,num,m,15+,28652,6604,66571
COD,2021,smoking,inc,num,a,15+,14454,922,46070
COD,2021,smoking,inc,num,f,15+,427,57,1159
COD,2021,smoking,inc,num,m,15+,15116,2295,39769
COD,2021,undernutrition,inc,num,a,a,141300,91225,202156
COG,2021,hiv,inc,num,a,a,6083,2080,12196
COG,2021,diabetes,inc,num,a,18+,777,83,2227
COG,2021,diabetes,inc,num,f,18+,311,40,855
COG,2021,diabetes,inc,num,m,18+,458,55,1280
COG,2021,alcohol,inc,num,a,15+,977,142,2600
COG,2021,alcohol,inc,num,f,15+,98,21,233
COG,2021,alcohol,inc,num,m,15+,1005,233,2330
COG,2021,smoking,inc,num,a,15+,1518,140,4494
COG,2021,smoking,inc,num,f,15+,38,6,101
COG,2021,smoking,inc,num,m,15+,1620,304,4012
COG,2021,undernutrition,inc,num,a,a,9576,5970,14020
COK,2021,hiv,inc,num,a,a,,,
COK,2021,diabetes,inc,num,a,18+,0,,
COK,2021,diabetes,inc,num,f,18+,0,,
COK,2021,diabetes,inc,num,m,18+,0,,
COK,2021,alcohol,inc,num,a,15+,0,,
COK,2021,alcohol,inc,num,f,15+,0,,
COK,2021,alcohol,inc,num,m,15+,0,,
COK,2021,smoking,inc,num,a,15+,0,,
COK,2021,smoking,inc,num,f,15+,0,,
COK,2021,smoking,inc,num,m,15+,0,,
COK,2021,undernutrition,inc,num,a,a,,,
COL,2021,hiv,inc,num,a,a,1258,389,2627
COL,2021,diabetes,inc,num,a,18+,752,253,1516
COL,2021,diabetes,inc,num,f,18+,282,92,575
COL,2021,diabetes,inc,num,m,18+,462,144,961
COL,2021,alcohol,inc,num,a,15+,2562,932,5000
COL,2021,alcohol,inc,num,f,15+,548,211,1043
COL,2021,alcohol,inc,num,m,15+,2235,941,4080
COL,2021,smoking,inc,num,a,15+,849,203,1948
COL,2021,smoking,inc,num,f,15+,173,49,372
COL,2021,smoking,inc,num,m,15+,762,226,1617
COL,2021,undernutrition,inc,num,a,a,3383,2640,4216
COM,2021,hiv,inc,num,a,a,0,0,2
COM,2021,diabetes,inc,num,a,18+,10,1,25
COM,2021,diabetes,inc,num,f,18+,3,0,8
COM,2021,diabetes,inc,num,m,18+,6,1,15
COM,2021,alcohol,inc,num,a,15+,4,0,11
COM,2021,alcohol,inc,num,f,15+,0,0,0
COM,2021,alcohol,inc,num,m,15+,5,1,12
COM,2021,smoking,inc,num,a,15+,16,1,47
COM,2021,smoking,inc,num,f,15+,1,0,3
COM,2021,smoking,inc,num,m,15+,18,3,44
COM,2021,undernutrition,inc,num,a,a,,,
CPV,2021,hiv,inc,num,a,a,15,4,33
CPV,2021,diabetes,inc,num,a,18+,9,2,19
CPV,2021,diabetes,inc,num,f,18+,2,0,5
CPV,2021,diabetes,inc,num,m,18+,6,1,13
CPV,2021,alcohol,inc,num,a,15+,28,9,58
CPV,2021,alcohol,inc,num,f,15+,3,1,6
CPV,2021,alcohol,inc,num,m,15+,29,12,54
CPV,2021,smoking,inc,num,a,15+,9,1,22
CPV,2021,smoking,inc,num,f,15+,1,0,2
CPV,2021,smoking,inc,num,m,15+,10,2,21
CPV,2021,undernutrition,inc,num,a,a,51,37,67
CRI,2021,hiv,inc,num,a,a,31,9,65
CRI,2021,diabetes,inc,num,a,18+,21,7,43
CRI,2021,diabetes,inc,num,f,18+,6,2,13
CRI,2021,diabetes,inc,num,m,18+,14,4,29
CRI,2021,alcohol,inc,num,a,15+,69,25,135
CRI,2021,alcohol,inc,num,f,15+,11,4,21
CRI,2021,alcohol,inc,num,m,15+,65,27,119
CRI,2021,smoking,inc,num,a,15+,24,5,55
CRI,2021,smoking,inc,num,f,15+,3,1,8
CRI,2021,smoking,inc,num,m,15+,23,6,49
CRI,2021,undernutrition,inc,num,a,a,34,25,44
CUB,2021,hiv,inc,num,a,a,44,14,90
CUB,2021,diabetes,inc,num,a,18+,27,10,53
CUB,2021,diabetes,inc,num,f,18+,7,2,14
CUB,2021,diabetes,inc,num,m,18+,18,6,36
CUB,2021,alcohol,inc,num,a,15+,91,38,166
CUB,2021,alcohol,inc,num,f,15+,11,5,21
CUB,2021,alcohol,inc,num,m,15+,92,44,158
CUB,2021,smoking,inc,num,a,15+,63,19,132
CUB,2021,smoking,inc,num,f,15+,8,2,17
CUB,2021,smoking,inc,num,m,15+,64,23,124
CUB,2021,undernutrition,inc,num,a,a,40,33,47
CYP,2021,hiv,inc,num,a,a,1,0,2
CYP,2021,diabetes,inc,num,a,18+,2,0,4
CYP,2021,diabetes,inc,num,f,18+,0,0,1
CYP,2021,diabetes,inc,num,m,18+,1,0,2
CYP,2021,alcohol,inc,num,a,15+,9,4,17
CYP,2021,alcohol,inc,num,f,15+,2,0,3
CYP,2021,alcohol,inc,num,m,15+,7,3,12
CYP,2021,smoking,inc,num,a,15+,11,3,22
CYP,2021,smoking,inc,num,f,15+,3,1,6
CYP,2021,smoking,inc,num,m,15+,7,2,14
CYP,2021,undernutrition,inc,num,a,a,2,2,3
CZE,2021,hiv,inc,num,a,a,3,1,6
CZE,2021,diabetes,inc,num,a,18+,17,6,33
CZE,2021,diabetes,inc,num,f,18+,3,1,7
CZE,2021,diabetes,inc,num,m,18+,13,4,27
CZE,2021,alcohol,inc,num,a,15+,59,24,109
CZE,2021,alcohol,inc,num,f,15+,4,1,8
CZE,2021,alcohol,inc,num,m,15+,67,32,114
CZE,2021,smoking,inc,num,a,15+,71,23,145
CZE,2021,smoking,inc,num,f,15+,15,5,30
CZE,2021,smoking,inc,num,m,15+,56,21,107
CZE,2021,undernutrition,inc,num,a,a,21,17,24
DEU,2021,hiv,inc,num,a,a,108,35,221
DEU,2021,diabetes,inc,num,a,18+,126,51,236
DEU,2021,diabetes,inc,num,f,18+,35,12,69
DEU,2021,diabetes,inc,num,m,18+,91,34,178
DEU,2021,alcohol,inc,num,a,15+,704,305,1266
DEU,2021,alcohol,inc,num,f,15+,157,69,279
