country,year,iso2,iso3,iso.numeric,g.whoregion,bmu,bmu.mdr,hcf.rur.hosp,hcf.rur.hcent,hcf.rur.hpost,hcf.urb.hosp,hcf.urb.hcent,hcf.urb.hpost,hcf.tot,hcf.ntp.tx,hcf.phc,free.dx,cxr.scrn,tx.sprv.tot,tx.sprv.hcw,tx.sprv.cm,tx.sprv.fam,hcf.rur,hcf.urb,lab.sm.f,lab.sm.eqa.f,lab.sm.eqa.fail,lab.sm.eqa.pass,lab.sm.p,lab.sm.eqa.p,lab.cul.f,lab.sm.led,lab.cul.eqa.f,lab.cul.eqa.fail,lab.cul.eqa.pass,lab.cul.p,lab.cul.eqa.p,lab.dst.f,lab.dst.eqa.f,lab.dst.eqa.fail,lab.dst.eqa.pass,lab.dst.p,lab.dst.eqa.p,dx.test.sites,smear,smear.eqa,smear.eqa.pass,xpert,xpert.eqa,culture,culture.eqa.pass,dst,dst.eqa.pass,sldst,sldst.eqa.pass,lpa,lpa.eqa.pass,sllpa,sllpa.eqa.pass,infection.tests.used,m.wrd.tests.performed,m.wrd.tests.positive,m.wrd,m.wrd.eqa.pass,m.inh,m.fq,dst.naat.pza,lpa.fl,lpa.fl.eqa.pass,lpa.sl,lpa.sl.eqa.pass,dst.rif,dst.rif.eqa.pass,dst.inh,dst.inh.eqa.pass,dst.pza,dst.pza.eqa.pass,dst.moxlev,dst.moxlev.eqa.pass,dst.bdq,dst.bdq.eqa.pass,dst.lzd,dst.lzd.eqa.pass,iso15189.accredited,qms.pending,lmis,m.wrd.etrans,c.lab.sm.100k,c.lab.cul.5m,c.lab.dst.5m,lab.lpa.f,lab.lpa.eqa.f,lab.lpa.eqa.pass,lab.lpa.p,lab.lpa.eqa.p,c.lab.lpa.5m,lab.xpert,lab.xpert.eqa,lab.xpert.p,xpert.cart,sldst.avail.incntry,sldst.avail.outcntry,sldst.avail,non.ntp.collab.priv,non.ntp.collab.pub,collab.private.lab,collab.public.lab,lab.stkout.cntr,lab.stkout.periph,nrl,nrl.srl.link,nrl.qms,qms,nrl.iso15189,xpert.etrans,dst.in.guide,dst.impl,lc.rst.in.guide,lc.rst.impl,lc.dst.in.guide,lc.dst.impl,rst.in.guide,rst.impl,lpa.in.guide,lpa.impl,sp.case.dfn.in.guide,sp.case.dfn.impl,dx.alg.tbhiv.in.guide,dx.alg.tbhiv.impl,xpert.in.guide,xpert.impl,xpert.in.guide.TBHIV,xpert.in.guide.MDR,xpert.in.guide.tb,xpert.in.guide.children,xpert.in.guide.eptb,xpert.in.guide.drtb,wrd.initial.test,universal.dst,free.dx.followup,lf.urine.lam,staff.needed,staff.avail,staff.trained,tb.curic.dr,tb.curic.nurse,tb.curic.labtech,free.fld.ntp,fld.stkout.cntr,sld.stkout.cntr,fld.stkout.periph,sld.stkout.periph,r.rgmn.new.initcont,fdc.pcnt,paed.form,fld.priv.pharm,fld.no.presc,ntp.ind.data,ntp.rdbms,brdn.surveil,brdn.surveil.rcnt,brdn.surveil.nxt,brdn.crc,brdn.crc.rcnt,brdn.crc.nxt,brdn.disease,brdn.disease.rcnt,brdn.disease.nxt,brdn.infect,brdn.infect.rcnt,brdn.infect.nxt,brdn.mort,brdn.mort.rcnt,brdn.mort.nxt,brdn.vitalreg,brdn.vitalreg.rcnt,brdn.vitalreg.nxt,cdr.cntryest,tbhiv.surveil,tbhiv.surv.prev,tbhiv.surv.yr,tbhiv.surv.cil,tbhiv.surv.ciu,tbhiv.sentin.prev,tbhiv.sentin.yr,tbhiv.sentin.cil,tbhiv.sentin.ciu,mgt.drtb.guide,mgt.drtb.guide.yr,mgt.drtb.trmat,mgt.drtb.trmat.yr,mgt.drtb.trcond,mgt.drtb.trcond.yr,mdr.tx.rgmn,qa.kanamycin,qa.capreomycin,qa.ofloxacin,qa.levofloxacin,qa.moxifloxacin,qa.eth.prothionamide,qa.cyclos.terizidone,qa.aminosalicylic,qa.clofazimine,qa.linezolid,qa.amoxy.clavulanate,qa.thioacetazone,qa.clarithromycin,qa.imipenem,eol.care,mdrxdr.fail.morphine,drtb.surveil,drtb.surv.new.prev,drtb.surv.new.yr,drtb.surv.new.cil,drtb.surv.new.ciu,drtb.surv.ret.prev,drtb.surv.ret.yr,drtb.surv.ret.cil,drtb.surv.ret.ciu,fldst.all,fldst.new,fldst.ret,fldst.fail,fldst.chron,fldst.mdrct,vcnt.mo.prct,vcnt.nurse.prct,vcnt.asst.prct,vcnt.labtech.prct,train.yr.mo.prct,train.yr.nurse.prct,train.yr.asst.prct,train.yr.labtech.prct,train.mo.prct,train.nurse.prct,train.asst.prct,train.labtech.prct,screen.data.available,newinc.con,newinc.con.screen,rev.newinc,rev.newinc.con,rev.newinc.con.screen,prevtx.data.available,newinc.con04.prevtx,ptsurvey.newinc,ptsurvey.newinc.con04.prevtx,prevtx.5plus.data.available,newinc.con5plus.prevtx,ptsurvey.newinc.5plus,ptsurvey.newinc.con5plus.prevtx,newinc.con.prevtx,ptsurvey.newinc.con.prevtx,prevtx.short.data.available,tpt.short.regimens.used,tpt.1hp,tpt.3hp,tpt.3hr,tpt.4r,prevtx.short.rifamycin,prevtx.cmplt.data.available,newinc.con.prevtx.cmplt,spct.screen.chld,spct.screen.all,ct.tbcases.chld,ct.tbcases.all,ct.ipt.chld,ct.ipt.all,bc.screen.chld,bc.screen.all,ct.drtbcases.chld,ct.drtbcases.all,ct.chld,ct.all,ct.labconf.tbcases.chld,ct.labconf.tbcases.all,ct.prevtx.cmplt.chld,ct.prevtx.cmplt.all,newinc.con04,newinc.con04.screen,newrel.diabtest,newrel.indigenous,newrel.prisoners,newrel.migrants,newrel.homeless,newrel.alcohol,newrel.drug,newrel.covid,newrel.m1014,newrel.m1519,newrel.f1014,newrel.f1519,free.food.sup,screen.immig,immig.tx.policy,hss.hr.plan,hss.hr.plan.align,hss.dev.plan,hss.dev.plan.align,hss.povrdn,hss.povrdn.align,hss.exp.fw,hss.exp.fw.align,hss.swap,hss.swap.align,hss.tobacco,hss.tobacco.align,ic.assess,ic.assess.yr,ic.plan,hcw.tb.infected,hcw.tot,hcw.ic.train,thosp.ic.person,thosp.ic.asmnt,thosp.ic.train,thosp.tot,phcf.pal,phcf.tot,caseb.err.nat,digital.adherence.support,refsrc.recorded,txloc.recorded,bmu.refsrc.txloc.data,pub.tot,pub.collab,pub.sspct.ref,pub.new.dx,pub.new.tx,priv.tot,priv.collab,priv.sspct.ref,priv.new.dx,priv.new.tx,mdr.tx.nonntp,istc.promote.nonntp,istc.endorsed,acsm.nonntp.involved,kap.tb.study,kap.baseline,kap.design.acsm,dissem.charter,train.charter,bmu.community.impl,community.data.available,bmu.ref.data,notified.ref,notified.ref.community,bmu.rxsupport.data,bmu.rxsupport.data.coh,rxsupport.community.coh,rxsupport.community.succ,exp.res,pulm.spec.available,newrel.pulm.spec,newrel.pulm.mbovis,ep.spec.available,newrel.ep.labconf,newrel.ep.spec,newrel.ep.mbovis
Austria,2021,AT,AUT,40,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,1996,AT,AUT,40,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,1999,AT,AUT,40,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,2005,AT,AUT,40,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,1997,AT,AUT,40,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,2003,AT,AUT,40,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,2000,AT,AUT,40,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,1998,AT,AUT,40,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,2004,AT,AUT,40,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,2001,AT,AUT,40,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,2001,AZ,AZE,31,EUR,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,2002,AZ,AZE,31,EUR,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,2003,AZ,AZE,31,EUR,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,2004,AZ,AZE,31,EUR,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,2005,AZ,AZE,31,EUR,69,,,,,,,,,,,10,,,,,,,,69,6,,,,,6,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,2006,AZ,AZE,31,EUR,1,,,,,,,,,,,,,,,,,,,69,1,,,,,8,,1,,,,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,4.6,4.6,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,0,1,0,34,,,,,,0,,1,,2009,,,,17,,2009,17,,2009,,,,1,,2008,,0,,,,,,,,,0,,0,,1,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,,,8,0,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,2007,AZ,AZE,31,EUR,69,,,,,,,,69,69,0,10,,,31,2,2,TB facility,TB facility,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,0,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,2,0,3,,,0,,,1,0,0,,,,,,17,2007,2008,17,2007,2008,2,,,2,,,,2,,,,,,,,,,,0,,1,2006,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,2008,AZ,AZE,31,EUR,69,,0,1,0,0,1,0,69,69,0,,,,,,,,,69,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,23,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,2009,AZ,AZE,31,EUR,69,,1,1,1,1,1,,,,1,,,,16,,,,,69,,,,69,,2,,1,,1,,,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,1.1,1.1,,,,,,,,,,,1,0,23,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,80,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,2010,AZ,AZE,31,EUR,69,,0,1,,1,1,,77,77,1,10,1,,16,,,,,,,,,69,,,,,,,2,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,1.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,80,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,1,2009,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,55,,,1,,,,,,,41,,1,1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,2011,AZ,AZE,31,EUR,,,,,,,,,,,,10,,,16,,,,,72,1,,1,,,6,1,0,,0,,,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,3.2,1.1,2,2,,,,1.1,2,0,,,1,,23,,,,,,,1,,,,,,1,,1,,,,,,1,,,,1,,0,,,,,,,,,,,,,,,,,,1,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,43,,,,,,,,0,,,,,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,2012,AZ,AZE,31,EUR,,,,,,,,,,,,10,,,16,0,0,,,72,11,,11,,,7,3,,,,,,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,3.7,1.6,1,,,,,0.5,7,2,,,1,,23,,,0,0,,,1,1,,,,,1,,1,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,1,0,0,0,1,1,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,5411,0,7,404,15810,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,0,0,,,,,,,0,,43,,,,,,,,,,,,,,,,,,1,1,,,0,0,,,,,,,,,,,,,,,,,
Azerbaijan,2013,AZ,AZE,31,EUR,,,,,,,,,,,,10,,,16,0,16,,,64,24,,24,,,7,3,,,,,,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,3.6,1.0,3,,,,,1.6,11,,,790,1,,23,,,0,0,,,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,0,0,0,0,,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,5296,0,1,286,7395,,,,,,,,,,,,,,,,,,,,,,,,,0,,120,,,,,,,,,,,,,,,1,,,,,,,,0,,43,,,,,,,,0,,,,,0,,0,,,1,0,,,0,0,,,,,,,,,,,,,,,,,
Azerbaijan,2014,AZ,AZE,31,EUR,69,,,,,,,,,,,,,,,,,,,72,15,,14,,,7,3,,,,,,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,3.6,1.5,2,,,,,1.0,7,2,,,1,,23,,,0,0,,,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,1,,,,,,,,,,43,,,,,,,,0,,,,,0,,0,,,,,,,,,,,0,5781,0,0,,0,0,,,,,,,,
Azerbaijan,2015,AZ,AZE,31,EUR,68,,,,,,,,,,,,,,15,0,15,,,,,,,,,,,,,,,,,,,,,,,73,23,,9,9,7,,3,3,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,,1,1,1,1,,,,,,,,,,,,0,0,0,0,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,331,,,,,,,,,,,,,,,,,,,,2,96,329,9911,,,0,8,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,1,,,,,,,,,,43,,,,,,,,0,,,,,0,,0,,,,,,,,,7,0,,,,,,,,,,,,,,,
Azerbaijan,2016,AZ,AZE,31,EUR,68,,,,,,,,,,,,,,15,0,15,,,,,,,,,,,,,,,,,,,,,,,67,23,,10,10,7,,3,3,2,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,230,,,,,,,,,,,,,,,,,,,,1,16,230,8618,,,,,233,6032,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,1,,,,,,,,,,43,210,,,,,,,,,,,,,,,,,,,,,,,7,0,,,,,,,,,,,,,,,
