country,year,iso2,iso3,iso.numeric,g.whoregion,drs.record.type,report.id,all.areas.covered,area.desc,area.population,area.new.sp,area.tot.ret,sampling.method,drs.start.mon,drs.start.yr,drs.end.mon,drs.end.yr,pi.name,pi.email,surv.quality,lab.prof.confirm,lab.prof.confirm.90,srl.department,srl.institution,srl.city,srl.country,pulm.labconf.new,pulm.labconf.ret,pulm.labconf.unk,pulm.new,pulm.ret,pulm.unk,cullpa.new,cullpa.ret,cullpa.unk,r.rlt.new,r.rlt.ret,rr.new,rr.new.pcnt,rr.new.pcnt.lo,rr.new.pcnt.hi,rr.ret,rr.ret.pcnt,rr.ret.pcnt.lo,rr.ret.pcnt.hi,r.rlt.rel,rr.rel,dst.rlt.new,dst.rlt.ret,dst.rlt.unk,dr.h.nr.new,dr.h.nr.new.pcnt,dr.h.nr.new.pcnt.lo,dr.h.nr.new.pcnt.hi,dr.h.nr.ret,dr.h.nr.ret.pcnt,dr.h.nr.ret.pcnt.lo,dr.h.nr.ret.pcnt.hi,dr.h.nr.unk,dr.h.nr.unk.pcnt,dr.h.nr.unk.pcnt.lo,dr.h.nr.unk.pcnt.hi,dr.r.nh.new,dr.r.nh.new.pcnt,dr.r.nh.new.pcnt.lo,dr.r.nh.new.pcnt.hi,dr.r.nh.ret,dr.r.nh.ret.pcnt,dr.r.nh.ret.pcnt.lo,dr.r.nh.ret.pcnt.hi,dr.r.nh.unk,dr.r.nh.unk.pcnt,dr.r.nh.unk.pcnt.lo,dr.r.nh.unk.pcnt.hi,dst.rlt.hr.new,dst.rlt.hr.new.pcnt,dst.rlt.hr.new.pcnt.lo,dst.rlt.hr.new.pcnt.hi,dst.rlt.hr.ret,dst.rlt.hr.ret.pcnt,dst.rlt.hr.ret.pcnt.lo,dst.rlt.hr.ret.pcnt.hi,dst.rlt.rr.new,dst.rlt.rr.new.pcnt,dst.rlt.rr.new.pcnt.lo,dst.rlt.rr.new.pcnt.hi,dst.rlt.rr.ret,dst.rlt.rr.ret.pcnt,dst.rlt.rr.ret.pcnt.lo,dst.rlt.rr.ret.pcnt.hi,mdr.new,mdr.new.pcnt,mdr.new.pcnt.lo,mdr.new.pcnt.hi,mdr.ret,mdr.ret.pcnt,mdr.ret.pcnt.lo,mdr.ret.pcnt.hi,mdr.unk,mdr.unk.pcnt,mdr.unk.pcnt.lo,mdr.unk.pcnt.hi,xpert.new,xpert.ret,xpert.unk,xpert.dr.r.new,xpert.dr.r.new.pcnt,xpert.dr.r.new.pcnt.lo,xpert.dr.r.new.pcnt.hi,xpert.dr.r.ret,xpert.dr.r.ret.pcnt,xpert.dr.r.ret.pcnt.lo,xpert.dr.r.ret.pcnt.hi,xpert.dr.r.unk,xpert.dr.r.unk.pcnt,xpert.dr.r.unk.pcnt.lo,xpert.dr.r.unk.pcnt.hi,mdr.m,mdr.f,mdr.sexunk,nmdr.m,nmdr.f,nmdr.sexunk,rr.m,rr.f,rr.sexunk,nrr.m,nrr.f,nrr.sexunk,mdr.hivpos,mdr.hivneg,mdr.hivunk,nmdr.hivpos,nmdr.hivneg,nmdr.hivunk,rr.hivpos,rr.hivneg,rr.hivunk,nrr.hivpos,nrr.hivneg,nrr.hivunk,mdr.014,mdr.15plus,mdr.ageunk,nmdr.014,nmdr.15plus,nmdr.ageunk,rr.014,rr.15plus,rr.ageunk,nrr.014,nrr.15plus,nrr.ageunk,mdr.dst.rlt,mdr.dst.rlt.new,mdr.dst.rlt.ret,mdr.dst.rlt.unk,mdr.ds.fq2li,mdr.ds.fq2li.new,mdr.ds.fq2li.ret,mdr.ds.fq2li.unk,mdr.dr.fq,mdr.dr.fq.new,mdr.dr.fq.ret,mdr.dr.fq.unk,mdr.dr.2li,mdr.dr.2li.new,mdr.dr.2li.ret,mdr.dr.2li.unk,xdr,xdr.new,xdr.ret,xdr.unk,rr.dst.rlt,rr.ds.fq2li,rr.dr.fq,rr.dr.2li,rr.dr.fq.2li,rr.dst.rlt.fq,rr.fqr,rr.fqr.pcnt,rr.fqr.pcnt.lo,rr.fqr.pcnt.hi,rs.hr.dst.rlt.fq,rs.hr.fqr.pcnt,rs.hr.fqr.pcnt.lo,rs.hr.fqr.pcnt.hi,rr.dst.rlt.bdq,rr.bdqr,rr.bdqr.pcnt,rr.bdqr.pcnt.lo,rr.bdqr.pcnt.hi,rr.dst.rlt.dlm,rr.dlmr,rr.dlmr.pcnt,rr.dlmr.pcnt.lo,rr.dlmr.pcnt.hi,rr.dst.rlt.lzd,rr.lzdr,rr.lzdr.pcnt,rr.lzdr.pcnt.lo,rr.lzdr.pcnt.hi,rr.dst.rlt.cfz,rr.cfzr,rr.cfzr.pcnt,rr.cfzr.pcnt.lo,rr.cfzr.pcnt.hi,rr.dst.rlt.pa,rr.par.pcnt,rr.par.pcnt.lo,rr.par.pcnt.hi,rr.fqr.bdqr.lzdr,rr.fqr.bdqr.lzds,rr.fqr.bdqr.lzdu,rr.fqr.bdqs.lzdr,rr.fqr.bdqs.lzds,rr.fqr.bdqs.lzdu,rr.fqr.bdqu.lzdr,rr.fqr.bdqu.lzds,rr.fqr.bdqu.lzdu,who.comments
Aruba,2020,AW,ABW,533,AMR,Surveillance,1,1,,,,,,,,,2020,,,,,,,,,,1,0,0,,,,,,,0,,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aruba,2021,AW,ABW,533,AMR,Surveillance,1,1,,,,,,,,,2021,,,N,,,,,,,6,0,0,,,,,,,6,0,0,,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,2009,AF,AFG,4,EMR,Surveillance,1,1,,,,,,,,,2009,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,2010,AF,AFG,4,EMR,Surveillance,1,1,,,,,,,,,2010,,,,,0,,,,,,,,,,,238,34,,,,,,,,,,,,,,238,34,,23,,,,4,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,13,,,,6,,,,,,,,,,,,,,,,,,,,,,,6,13,,101,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,2,,14,13,1,,0,0,0,,1,0,1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,2011,AF,AFG,4,EMR,Surveillance,1,1,,,,,,,,,2011,,,,,0,,,,,,,,,,,,,285,,,,,,,,,,,,,,,268,,,,,,,,,33,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,6,11,,99,152,,,,,,,,,,17,,,251,,,,,,,,,17,,,251,,,,,,,17,,,,15,,,,0,,,,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,2012,AF,AFG,4,EMR,Surveillance,1,1,,,,,,,,,2012,,,,,1,,,,,,,,,,,,98,,,,,,,,,,,,,,,38,,,,,,2,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,0,,,,,,0,,,,,,,,9,22,,2,5,,,,,,,,,31,,,7,,,,,,,,0,31,,1,6,,,,,,,,31,,,,25,,,,9,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,2013,AF,AFG,4,EMR,Surveillance,1,1,,,,,,,,,2013,,,,,0,,,,,,,,,,,4,17,0,,,,,,,,,,,,,4,17,0,0,,,,2,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,4,,,,15,,,,0,,,,3,21,0,3,,,,21,,,,0,,,,7,12,0,2,0,0,,,,,,,0,19,0,0,2,0,,,,,,,0,19,0,0,2,0,,,,,,,19,,,,12,,,,9,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,2014,AF,AFG,4,EMR,Surveillance,1,1,,,,,,,,,2014,,,,,1,,,,,,,,,,,2,84,0,,,,,,,,,,,,,2,27,0,0,,,,2,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,2,,,,27,,,,0,,,,0,32,0,0,,,,0,,,,0,,,,9,20,0,0,0,0,,,,,,,0,27,2,0,0,0,,,,,,,1,28,0,0,0,0,,,,,,,13,,,,0,,,,13,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,2015,AF,AFG,4,EMR,Surveillance,1,1,,,,,,,,,2015,,,,,,,,,,,,,0,81,0,,,,,,,,,,,,,,,,0,22,,0,,,,1,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,21,,,,,,,,0,36,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,21,0,0,1,0,,,,,,,1,20,0,0,1,0,,,,,,,1,,,,0,,,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,2016,AF,AFG,4,EMR,Surveillance,1,1,,,,,,,,,2016,,,,,,,,,,3,146,0,,,,,,,,,,,,,,,,,,,2,45,,1,,,,1,,,,,,,,0,,,,20,,,,,,,,,,,,,,,,,,,,,,,,1,,,,24,,,,,,,,1,99,,1,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,0,102,45,0,0,2,,,,,,,2,145,0,0,2,0,57,,,,,,,,,,,,,,,,1,,,,,,52,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,2017,AF,AFG,4,EMR,Surveillance,1,1,,,,,,,,,2017,,,,,,,,,,19354,2233,125,,,,,,,2889,2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,198,81,,,4843,,,,,,,10,188,81,,,4843,,,,,,,,,,,,,,,,,5,,,,279,260,19,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,2018,AF,AFG,4,EMR,Surveillance,1,1,,,,,,,,,2018,,,R,,,,,,,20485,1712,,,,,,,,10032,1628,253,,,,199,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,10,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,285,167,,,11208,,,,,,,26,298,128,,,11208,10,,,,,,,,,,,,,,,,8,,,,311,225,66,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,2019,AF,AFG,4,EMR,Surveillance,1,1,,,,,,,,,2019,,,R,,,,,,,24358,918,0,,,,,,,5443,918,263,,,,221,,,,,,23,20,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,20,,,,23,,,,20,,,,23,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,399,85,0,5877,0,,,,,,,25,399,60,0,5877,0,43,,,,,,,,,,,,,,,,5,,,,,,,,,43,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,2020,AF,AFG,4,EMR,Surveillance,1,1,,,,,,,,,2020,,,R,,,,,,,22855,642,33,,,,,,,10255,642,280,,,,144,,,,,,563,,,,,,,,,,,,,,,,,,,,,,,,,,,213,,,,,,,,280,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,2021,AF,AFG,4,EMR,Surveillance,1,1,,,,,,,,,2021,,,,,,,,,,24715,887,0,,,,,,,17443,501,390,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,2010,AF,AFG,4,EMR,Survey,2027,0,"Central Region (Kabul, Parwan, Kapisa, Logar, Panjsher and Bamyan Provinces)",5621900,,,,5,2010,11,2010,Faiz Mohammad Delawer,ntp.delawer@gmail.com,A,1,,,,,,,,,,,,,,285,,,,,,,,,,,,,,,268,,,,,,,,,,12.3,8.6,16.9,,,,,,,,,,0.4,0.01,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,3.7,10,,,,,,,,,,,,,,,,6,11,0,99,152,0,,,,,,,,,,,,,,,,,,,0,17,0,0,251,0,,,,,,,17,,,17,15,,,15,0,,,0,2,,,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,2009,AO,AGO,24,AFR,Surveillance,1,1,,,,,,,,,2009,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,2010,AO,AGO,24,AFR,Surveillance,1,1,,,,,,,,,2010,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,2011,AO,AGO,24,AFR,Surveillance,1,1,,,,,,,,,2011,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,29,,,11,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,2012,AO,AGO,24,AFR,Surveillance,1,1,,,,,,,,,2012,,,,,0,,,,,,,,,,,,45,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,2013,AO,AGO,24,AFR,Surveillance,1,1,,,,,,,,,2013,,,,,1,,,,,,,,,,,0,116,0,,,,,,,,,,,,,0,116,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,116,,,,0,,,,0,116,0,0,,,,116,,,,0,,,,66,50,0,0,0,0,,,,,,,2,114,0,0,0,0,,,,,,,0,116,0,0,0,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,2014,AO,AGO,24,AFR,Surveillance,1,1,,,,,,,,,2014,,,,,1,,,,,,,,,,,29,214,0,,,,,,,,,,,,,29,214,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,29,,,,214,,,,0,,,,0,0,0,0,,,,0,,,,0,,,,146,97,0,,,,,,,,,,25,218,0,0,0,0,,,,,,,6,236,1,0,0,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,2015,AO,AGO,24,AFR,Surveillance,1,1,,,,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,210,,,,,,,,,,,11,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
