country,iso2,iso3,year,indicator.id,sex,value,lo,hi,ind
Afghanistan,AF,AFG,2006,SN.ITK.DEFC.ZS,a,33.2999992370605,,,undernutrition
Afghanistan,AF,AFG,2006,NY.GDP.PCAP.PP.KD,a,1315.7890625,,,gdp
Afghanistan,AF,AFG,2007,EG.CFT.ACCS.ZS,a,15.3000001907349,,,fuel
Afghanistan,AF,AFG,2007,FINPROTECTION_CATA_TOT_10_POP,a,4.84000015258789,,,hhexpend
Afghanistan,AF,AFG,2007,GHED_CHE_pc_PPP_SHA2011,a,107.180000305176,,,healthexp
Afghanistan,AF,AFG,2007,MDG_0000000029,a,0.100000001490116,0.100000001490116,0.100000001490116,hiv
Afghanistan,AF,AFG,2007,NCD_GLUC_04,a,10,7.80000019073486,12.6000003814697,diabetes
Afghanistan,AF,AFG,2007,NCD_GLUC_04,f,10.1999998092651,7,14.1000003814697,diabetes
Afghanistan,AF,AFG,2007,NCD_GLUC_04,m,9.80000019073486,6.59999990463257,13.3999996185303,diabetes
Afghanistan,AF,AFG,2007,per_allsp.cov_pop_tot,a,15.7331123352051,,,socprot
Afghanistan,AF,AFG,2007,SN.ITK.DEFC.ZS,a,29.7999992370606,,,undernutrition
Afghanistan,AF,AFG,2007,NY.GDP.PCAP.PP.KD,a,1460.82580566406,,,gdp
Afghanistan,AF,AFG,2008,EG.CFT.ACCS.ZS,a,16.7000007629395,,,fuel
Afghanistan,AF,AFG,2008,GHED_CHE_pc_PPP_SHA2011,a,131.149993896484,,,healthexp
Afghanistan,AF,AFG,2008,MDG_0000000029,a,0.100000001490116,0.100000001490116,0.100000001490116,hiv
Afghanistan,AF,AFG,2008,NCD_GLUC_04,a,10.3000001907349,7.90000009536743,13,diabetes
Afghanistan,AF,AFG,2008,NCD_GLUC_04,f,10.5,7.09999990463257,14.6000003814697,diabetes
Afghanistan,AF,AFG,2008,NCD_GLUC_04,m,10,6.69999980926514,13.8999996185303,diabetes
Afghanistan,AF,AFG,2008,SN.ITK.DEFC.ZS,a,26.5,,,undernutrition
Afghanistan,AF,AFG,2008,NY.GDP.PCAP.PP.KD,a,1484.11450195313,,,gdp
Afghanistan,AF,AFG,2009,EG.CFT.ACCS.ZS,a,18.3999996185303,,,fuel
Afghanistan,AF,AFG,2009,GHED_CHE_pc_PPP_SHA2011,a,148.119995117188,,,healthexp
Afghanistan,AF,AFG,2009,MDG_0000000029,a,0.100000001490116,0.100000001490116,0.100000001490116,hiv
Afghanistan,AF,AFG,2009,NCD_GLUC_04,a,10.5,8,13.3999996185303,diabetes
Afghanistan,AF,AFG,2009,NCD_GLUC_04,f,10.8000001907349,7.19999980926514,15.1999998092651,diabetes
Afghanistan,AF,AFG,2009,NCD_GLUC_04,m,10.3000001907349,6.80000019073486,14.5,diabetes
Afghanistan,AF,AFG,2009,SN.ITK.DEFC.ZS,a,24.3999996185303,,,undernutrition
Afghanistan,AF,AFG,2009,NY.GDP.PCAP.PP.KD,a,1758.90441894531,,,gdp
Afghanistan,AF,AFG,2010,EG.CFT.ACCS.ZS,a,20,,,fuel
Afghanistan,AF,AFG,2010,GHED_CHE_pc_PPP_SHA2011,a,143.669998168945,,,healthexp
Afghanistan,AF,AFG,2010,M_Est_smk_curr_std,a,14,,,smoking
Afghanistan,AF,AFG,2010,M_Est_smk_curr_std,f,4.59999990463257,,,smoking
Afghanistan,AF,AFG,2010,M_Est_smk_curr_std,m,23.3999996185303,,,smoking
Afghanistan,AF,AFG,2010,MDG_0000000029,a,0.100000001490116,0.100000001490116,0.100000001490116,hiv
Afghanistan,AF,AFG,2010,NCD_GLUC_04,a,10.8000001907349,8.10000038146973,14,diabetes
Afghanistan,AF,AFG,2010,NCD_GLUC_04,f,11.1000003814697,7.19999980926514,15.8000001907349,diabetes
Afghanistan,AF,AFG,2010,NCD_GLUC_04,m,10.5,6.80000019073486,15.1000003814697,diabetes
Afghanistan,AF,AFG,2010,SN.ITK.DEFC.ZS,a,23.7000007629395,,,undernutrition
Afghanistan,AF,AFG,2010,UHC_INDEX_REPORTED,a,27.5131607055664,,,uhc
Afghanistan,AF,AFG,2010,NY.GDP.PCAP.PP.KD,a,1957.02905273438,,,gdp
Afghanistan,AF,AFG,2011,EG.CFT.ACCS.ZS,a,21.7999992370605,,,fuel
Afghanistan,AF,AFG,2011,GHED_CHE_pc_PPP_SHA2011,a,143.089996337891,,,healthexp
Afghanistan,AF,AFG,2011,MDG_0000000029,a,0.100000001490116,0.100000001490116,0.100000001490116,hiv
Afghanistan,AF,AFG,2011,NCD_GLUC_04,a,11.1000003814697,8.10000038146973,14.5,diabetes
Afghanistan,AF,AFG,2011,NCD_GLUC_04,f,11.3000001907349,7.19999980926514,16.5,diabetes
Afghanistan,AF,AFG,2011,NCD_GLUC_04,m,10.8000001907349,6.80000019073486,15.8000001907349,diabetes
Afghanistan,AF,AFG,2011,per_allsp.cov_pop_tot,a,8.82058238983154,,,socprot
Afghanistan,AF,AFG,2011,SN.ITK.DEFC.ZS,a,24.7000007629395,,,undernutrition
Afghanistan,AF,AFG,2011,NY.GDP.PCAP.PP.KD,a,1904.55993652344,,,gdp
Afghanistan,AF,AFG,2012,EG.CFT.ACCS.ZS,a,23,,,fuel
Afghanistan,AF,AFG,2012,GHED_CHE_pc_PPP_SHA2011,a,151.919998168945,,,healthexp
Afghanistan,AF,AFG,2012,MDG_0000000029,a,0.100000001490116,0.100000001490116,0.100000001490116,hiv
Afghanistan,AF,AFG,2012,NCD_GLUC_04,a,11.3000001907349,8.19999980926514,15.1999998092651,diabetes
Afghanistan,AF,AFG,2012,NCD_GLUC_04,f,11.6000003814697,7.09999990463257,17.2000007629395,diabetes
Afghanistan,AF,AFG,2012,NCD_GLUC_04,m,11,6.69999980926514,16.5,diabetes
Afghanistan,AF,AFG,2012,SN.ITK.DEFC.ZS,a,28.2000007629395,,,undernutrition
Afghanistan,AF,AFG,2012,NY.GDP.PCAP.PP.KD,a,2075.49169921875,,,gdp
Afghanistan,AF,AFG,2013,EG.CFT.ACCS.ZS,a,24.7999992370606,,,fuel
Afghanistan,AF,AFG,2013,FINPROTECTION_CATA_TOT_10_POP,a,14.6300001144409,,,hhexpend
Afghanistan,AF,AFG,2013,GHED_CHE_pc_PPP_SHA2011,a,174.059997558594,,,healthexp
Afghanistan,AF,AFG,2013,MDG_0000000029,a,0.100000001490116,0.100000001490116,0.100000001490116,hiv
Afghanistan,AF,AFG,2013,NCD_GLUC_04,a,11.6000003814697,8.19999980926514,15.8000001907349,diabetes
Afghanistan,AF,AFG,2013,NCD_GLUC_04,f,11.8999996185303,7,18,diabetes
Afghanistan,AF,AFG,2013,NCD_GLUC_04,m,11.3000001907349,6.59999990463257,17.3999996185303,diabetes
Afghanistan,AF,AFG,2013,SN.ITK.DEFC.ZS,a,26.2999992370606,,,undernutrition
Afghanistan,AF,AFG,2013,NY.GDP.PCAP.PP.KD,a,2116.46533203125,,,gdp
Afghanistan,AF,AFG,2014,EG.CFT.ACCS.ZS,a,26.1000003814697,,,fuel
Afghanistan,AF,AFG,2014,EN_LND_SLUM,a,62.7000007629395,,,
Afghanistan,AF,AFG,2014,GHED_CHE_pc_PPP_SHA2011,a,198.289993286133,,,healthexp
Afghanistan,AF,AFG,2014,MDG_0000000029,a,0.100000001490116,0.100000001490116,0.100000001490116,hiv
Afghanistan,AF,AFG,2014,NCD_GLUC_04,a,11.8999996185303,8.10000038146973,16.5,diabetes
Afghanistan,AF,AFG,2014,NCD_GLUC_04,f,12.1999998092651,6.80000019073486,18.7999992370605,diabetes
Afghanistan,AF,AFG,2014,NCD_GLUC_04,m,11.6000003814697,6.40000009536743,18.2000007629395,diabetes
Afghanistan,AF,AFG,2014,SN.ITK.DEFC.ZS,a,24.2000007629395,,,undernutrition
Afghanistan,AF,AFG,2014,NY.GDP.PCAP.PP.KD,a,2102.38452148438,,,gdp
Afghanistan,AF,AFG,2015,EG.CFT.ACCS.ZS,a,27.3999996185303,,,fuel
Afghanistan,AF,AFG,2015,GHED_CHE_pc_PPP_SHA2011,a,211.589996337891,,,healthexp
Afghanistan,AF,AFG,2015,M_Est_smk_curr_std,a,11.5,,,smoking
Afghanistan,AF,AFG,2015,M_Est_smk_curr_std,f,3.20000004768372,,,smoking
Afghanistan,AF,AFG,2015,M_Est_smk_curr_std,m,19.7000007629395,,,smoking
Afghanistan,AF,AFG,2015,MDG_0000000029,a,0.100000001490116,0.100000001490116,0.100000001490116,hiv
Afghanistan,AF,AFG,2015,SN.ITK.DEFC.ZS,a,21.5,,,undernutrition
Afghanistan,AF,AFG,2015,UHC_INDEX_REPORTED,a,32.1918487548828,,,uhc
Afghanistan,AF,AFG,2015,NY.GDP.PCAP.PP.KD,a,2068.26586914063,,,gdp
Afghanistan,AF,AFG,2016,EG.CFT.ACCS.ZS,a,28.6000003814697,,,fuel
Afghanistan,AF,AFG,2016,EN_LND_SLUM,a,71.3000030517578,,,
Afghanistan,AF,AFG,2016,FINPROTECTION_CATA_TOT_10_POP,a,23.8400001525879,,,hhexpend
Afghanistan,AF,AFG,2016,GHED_CHE_pc_PPP_SHA2011,a,234.139999389648,,,healthexp
Afghanistan,AF,AFG,2016,MDG_0000000029,a,0.100000001490116,0.100000001490116,0.100000001490116,hiv
Afghanistan,AF,AFG,2016,SA_0000001462,a,0.400000005960465,,,alcohol
Afghanistan,AF,AFG,2016,SA_0000001462,f,0.100000001490116,,,alcohol
Afghanistan,AF,AFG,2016,SA_0000001462,m,0.600000023841858,,,alcohol
Afghanistan,AF,AFG,2016,SN.ITK.DEFC.ZS,a,22.2000007629395,,,undernutrition
Afghanistan,AF,AFG,2016,NY.GDP.PCAP.PP.KD,a,2057.06787109375,,,gdp
Afghanistan,AF,AFG,2017,EG.CFT.ACCS.ZS,a,29.7000007629395,,,fuel
Afghanistan,AF,AFG,2017,GHED_CHE_pc_PPP_SHA2011,a,259.790008544922,,,healthexp
Afghanistan,AF,AFG,2017,MDG_0000000029,a,0.100000001490116,0.100000001490116,0.100000001490116,hiv
Afghanistan,AF,AFG,2017,SN.ITK.DEFC.ZS,a,23,,,undernutrition
Afghanistan,AF,AFG,2017,UHC_INDEX_REPORTED,a,35.7809295654297,,,uhc
Afghanistan,AF,AFG,2017,NY.GDP.PCAP.PP.KD,a,2058.40014648438,,,gdp
Afghanistan,AF,AFG,2018,EG.CFT.ACCS.ZS,a,30.8999996185303,,,fuel
Afghanistan,AF,AFG,2018,EN_LND_SLUM,a,70.6999969482422,,,
Afghanistan,AF,AFG,2018,GHED_CHE_pc_PPP_SHA2011,a,294.309997558594,,,healthexp
Afghanistan,AF,AFG,2018,M_Est_smk_curr_std,a,10.1999998092651,,,smoking
Afghanistan,AF,AFG,2018,M_Est_smk_curr_std,f,2.59999990463257,,,smoking
Afghanistan,AF,AFG,2018,M_Est_smk_curr_std,m,17.7999992370605,,,smoking
Afghanistan,AF,AFG,2018,MDG_0000000029,a,0.100000001490116,0.100000001490116,0.200000002980232,hiv
Afghanistan,AF,AFG,2018,SN.ITK.DEFC.ZS,a,23.3999996185303,,,undernutrition
Afghanistan,AF,AFG,2018,NY.GDP.PCAP.PP.KD,a,2033.80444335938,,,gdp
Afghanistan,AF,AFG,2019,EG.CFT.ACCS.ZS,a,31.8999996185303,,,fuel
Afghanistan,AF,AFG,2019,GHED_CHE_pc_PPP_SHA2011,a,285.559997558594,,,healthexp
Afghanistan,AF,AFG,2019,M_Est_smk_curr_std,a,9.89999961853027,,,smoking
Afghanistan,AF,AFG,2019,M_Est_smk_curr_std,f,2.40000009536743,,,smoking
Afghanistan,AF,AFG,2019,M_Est_smk_curr_std,m,17.2999992370605,,,smoking
Afghanistan,AF,AFG,2019,MDG_0000000029,a,0.100000001490116,0.100000001490116,0.200000002980232,hiv
Afghanistan,AF,AFG,2019,SN.ITK.DEFC.ZS,a,25.6000003814697,,,undernutrition
Afghanistan,AF,AFG,2019,UHC_INDEX_REPORTED,a,37.3281211853027,,,uhc
Afghanistan,AF,AFG,2019,NY.GDP.PCAP.PP.KD,a,2065.0361328125,,,gdp
Afghanistan,AF,AFG,2020,EG.CFT.ACCS.ZS,a,33.2000007629395,,,fuel
Afghanistan,AF,AFG,2020,M_Est_smk_curr_std,a,9.5,,,smoking
Afghanistan,AF,AFG,2020,M_Est_smk_curr_std,f,2.20000004768372,,,smoking
Afghanistan,AF,AFG,2020,M_Est_smk_curr_std,m,16.7000007629395,,,smoking
Afghanistan,AF,AFG,2020,MDG_0000000029,a,0.100000001490116,0.100000001490116,0.200000002980232,hiv
Afghanistan,AF,AFG,2020,NY.GDP.PCAP.PP.KD,a,1970.56018066406,,,gdp
Afghanistan,AF,AFG,2023,M_Est_smk_curr_std,a,8.39999961853027,,,smoking
Afghanistan,AF,AFG,2023,M_Est_smk_curr_std,f,1.79999995231628,,,smoking
Afghanistan,AF,AFG,2023,M_Est_smk_curr_std,m,15,,,smoking
Afghanistan,AF,AFG,2025,M_Est_smk_curr_std,a,7.80000019073486,,,smoking
Afghanistan,AF,AFG,2025,M_Est_smk_curr_std,f,1.5,,,smoking
Afghanistan,AF,AFG,2025,M_Est_smk_curr_std,m,14,,,smoking
Angola,AO,AGO,2000,EG.CFT.ACCS.ZS,a,41.0999984741211,,,fuel
Angola,AO,AGO,2000,EN_LND_SLUM,a,86.5,,,
Angola,AO,AGO,2000,GHED_CHE_pc_PPP_SHA2011,a,62.7000007629395,,,healthexp
Angola,AO,AGO,2000,MDG_0000000029,a,1,0.800000011920929,1.29999995231628,hiv
Angola,AO,AGO,2000,NCD_GLUC_04,a,5.19999980926514,3.40000009536743,7.90000009536743,diabetes
Angola,AO,AGO,2000,NCD_GLUC_04,f,5.19999980926514,2.70000004768372,9.10000038146973,diabetes
Angola,AO,AGO,2000,NCD_GLUC_04,m,5.30000019073486,2.90000009536743,8.80000019073486,diabetes
Angola,AO,AGO,2000,SI.POV.GINI,a,52,,,gini
Angola,AO,AGO,2000,SI_POV_DAY1,a,36.4000015258789,,,poverty
Angola,AO,AGO,2000,UHC_INDEX_REPORTED,a,21.9885807037354,,,uhc
Angola,AO,AGO,2000,NY.GDP.PCAP.PP.KD,a,4707.95458984375,,,gdp
Angola,AO,AGO,2001,EG.CFT.ACCS.ZS,a,41.7000007629395,,,fuel
Angola,AO,AGO,2001,GHED_CHE_pc_PPP_SHA2011,a,151.75,,,healthexp
Angola,AO,AGO,2001,MDG_0000000029,a,1.20000004768372,0.899999976158142,1.39999997615814,hiv
Angola,AO,AGO,2001,NCD_GLUC_04,a,5.40000009536743,3.59999990463257,8.10000038146973,diabetes
Angola,AO,AGO,2001,NCD_GLUC_04,f,5.30000019073486,2.90000009536743,9.30000019073486,diabetes
Angola,AO,AGO,2001,NCD_GLUC_04,m,5.5,3,9,diabetes
Angola,AO,AGO,2001,SN.ITK.DEFC.ZS,a,67.5,,,undernutrition
Angola,AO,AGO,2001,NY.GDP.PCAP.PP.KD,a,4746.66064453125,,,gdp
Angola,AO,AGO,2002,EG.CFT.ACCS.ZS,a,41.7000007629395,,,fuel
Angola,AO,AGO,2002,GHED_CHE_pc_PPP_SHA2011,a,126.029998779297,,,healthexp
Angola,AO,AGO,2002,MDG_0000000029,a,1.29999995231628,1,1.60000002384186,hiv
Angola,AO,AGO,2002,NCD_GLUC_04,a,5.59999990463257,3.70000004768372,8.30000019073486,diabetes
Angola,AO,AGO,2002,NCD_GLUC_04,f,5.5,3,9.5,diabetes
Angola,AO,AGO,2002,NCD_GLUC_04,m,5.69999980926514,3.09999990463257,9.30000019073486,diabetes
Angola,AO,AGO,2002,SN.ITK.DEFC.ZS,a,63.2000007629395,,,undernutrition
Angola,AO,AGO,2002,NY.GDP.PCAP.PP.KD,a,5218.6572265625,,,gdp
Angola,AO,AGO,2003,EG.CFT.ACCS.ZS,a,42,,,fuel
Angola,AO,AGO,2003,GHED_CHE_pc_PPP_SHA2011,a,136.199996948242,,,healthexp
Angola,AO,AGO,2003,MDG_0000000029,a,1.39999997615814,1.10000002384186,1.70000004768372,hiv
Angola,AO,AGO,2003,NCD_GLUC_04,a,5.80000019073486,3.90000009536743,8.60000038146973,diabetes
Angola,AO,AGO,2003,NCD_GLUC_04,f,5.69999980926514,3.20000004768372,9.69999980926514,diabetes
Angola,AO,AGO,2003,NCD_GLUC_04,m,5.90000009536743,3.29999995231628,9.60000038146973,diabetes
Angola,AO,AGO,2003,SN.ITK.DEFC.ZS,a,58.7000007629395,,,undernutrition
Angola,AO,AGO,2003,NY.GDP.PCAP.PP.KD,a,5196.12890625,,,gdp
Angola,AO,AGO,2004,EG.CFT.ACCS.ZS,a,41.9000015258789,,,fuel
Angola,AO,AGO,2004,GHED_CHE_pc_PPP_SHA2011,a,167.630004882813,,,healthexp
Angola,AO,AGO,2004,MDG_0000000029,a,1.5,1.20000004768372,1.79999995231628,hiv
Angola,AO,AGO,2004,NCD_GLUC_04,a,6,4,8.80000019073486,diabetes
Angola,AO,AGO,2004,NCD_GLUC_04,f,5.90000009536743,3.29999995231628,10,diabetes
Angola,AO,AGO,2004,NCD_GLUC_04,m,6.09999990463257,3.40000009536743,10,diabetes
Angola,AO,AGO,2004,SN.ITK.DEFC.ZS,a,55.0999984741211,,,undernutrition
Angola,AO,AGO,2004,NY.GDP.PCAP.PP.KD,a,5569.43408203125,,,gdp
Angola,AO,AGO,2005,EG.CFT.ACCS.ZS,a,42.5999984741211,,,fuel
Angola,AO,AGO,2005,EN_LND_SLUM,a,86.5,,,
Angola,AO,AGO,2005,GHED_CHE_pc_PPP_SHA2011,a,137.979995727539,,,healthexp
Angola,AO,AGO,2005,MDG_0000000029,a,1.60000002384186,1.29999995231628,1.89999997615814,hiv
Angola,AO,AGO,2005,NCD_GLUC_04,a,6.19999980926514,4.19999980926514,9.10000038146973,diabetes
Angola,AO,AGO,2005,NCD_GLUC_04,f,6.09999990463257,3.40000009536743,10.3999996185303,diabetes
Angola,AO,AGO,2005,NCD_GLUC_04,m,6.40000009536743,3.59999990463257,10.3000001907349,diabetes
Angola,AO,AGO,2005,SN.ITK.DEFC.ZS,a,52.2000007629395,,,undernutrition
Angola,AO,AGO,2005,UHC_INDEX_REPORTED,a,23.1345691680908,,,uhc
Angola,AO,AGO,2005,NY.GDP.PCAP.PP.KD,a,6183.8447265625,,,gdp
Angola,AO,AGO,2006,EG.CFT.ACCS.ZS,a,42.9000015258789,,,fuel
Angola,AO,AGO,2006,GHED_CHE_pc_PPP_SHA2011,a,144,,,healthexp
Angola,AO,AGO,2006,MDG_0000000029,a,1.70000004768372,1.39999997615814,1.89999997615814,hiv
Angola,AO,AGO,2006,NCD_GLUC_04,a,6.40000009536743,4.30000019073486,9.5,diabetes
Angola,AO,AGO,2006,NCD_GLUC_04,f,6.30000019073486,3.59999990463257,10.6999998092651,diabetes
Angola,AO,AGO,2006,NCD_GLUC_04,m,6.59999990463257,3.70000004768372,10.8999996185303,diabetes
Angola,AO,AGO,2006,SN.ITK.DEFC.ZS,a,49.2999992370606,,,undernutrition
Angola,AO,AGO,2006,NY.GDP.PCAP.PP.KD,a,6652.86181640625,,,gdp
Angola,AO,AGO,2007,EG.CFT.ACCS.ZS,a,43.5,,,fuel
Angola,AO,AGO,2007,GHED_CHE_pc_PPP_SHA2011,a,179.970001220703,,,healthexp
Angola,AO,AGO,2007,MDG_0000000029,a,1.70000004768372,1.39999997615814,2,hiv
Angola,AO,AGO,2007,NCD_GLUC_04,a,6.69999980926514,4.5,9.89999961853027,diabetes
Angola,AO,AGO,2007,NCD_GLUC_04,f,6.5,3.70000004768372,11.1000003814697,diabetes
Angola,AO,AGO,2007,NCD_GLUC_04,m,6.90000009536743,3.90000009536743,11.3000001907349,diabetes
Angola,AO,AGO,2007,SN.ITK.DEFC.ZS,a,46.0999984741211,,,undernutrition
