country,iso3,g_whoregion,row_rank_ret,year_ret,source_ret,all_areas_covered_ret,surv_quality_ret,dst_rlt_ret,mdr_ret,mdr_ret_pcnt,mdr_ret_pcnt_lo,mdr_ret_pcnt_hi,dr_r_nh_ret,dr_r_nh_ret_pcnt,dr_r_nh_ret_pcnt_lo,dr_r_nh_ret_pcnt_hi,xpert_ret,xpert_dr_r_ret,xpert_dr_r_ret_pcnt,xpert_dr_r_ret_pcnt_lo,xpert_dr_r_ret_pcnt_hi,r_rlt_ret,rr_ret,rr_ret_pcnt,rr_ret_pcnt_lo,rr_ret_pcnt_hi,dst_rlt_hr_ret,dst_rlt_hr_ret_pcnt,dst_rlt_hr_ret_pcnt_lo,dst_rlt_hr_ret_pcnt_hi,dst_rlt_rr_ret,dst_rlt_rr_ret_pcnt,dst_rlt_rr_ret_pcnt_lo,dst_rlt_rr_ret_pcnt_hi,dr_h_nr_ret,dr_h_nr_ret_pcnt,dr_h_nr_ret_pcnt_lo,dr_h_nr_ret_pcnt_hi
Singapore,SGP,WPR,8,2014,Surveillance,1,A,76,1,,,,0,,,,10,0,,,,,,,,,,,,,,,,,8,,,
Singapore,SGP,WPR,9,2013,Surveillance,1,A,76,2,,,,2,,,,9,0,,,,,,,,,,,,,,,,,1,,,
Singapore,SGP,WPR,10,2012,Surveillance,1,A,93,3,,,,0,,,,0,0,,,,,,,,,,,,,,,,,3,,,
Singapore,SGP,WPR,11,2011,Surveillance,1,A,104,0,,,,1,,,,0,0,,,,,,,,,,,,,,,,,8,,,
Singapore,SGP,WPR,12,2010,Surveillance,1,A,79,1,,,,1,,,,,,,,,,,,,,,,,,,,,,4,,,
Singapore,SGP,WPR,13,2009,Surveillance,1,A,85,0,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Singapore,SGP,WPR,14,2008,Surveillance,1,A,103,3,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
Singapore,SGP,WPR,15,2007,Surveillance,1,A,105,1,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Singapore,SGP,WPR,16,2006,Surveillance,1,A,101,3,,,,0,,,,,,,,,,,,,,,,,,,,,,4,,,
Singapore,SGP,WPR,17,2005,Surveillance,1,A,105,1,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,
Singapore,SGP,WPR,18,2004,Surveillance,1,A,117,0,,,,1,,,,,,,,,,,,,,,,,,,,,,9,,,
Singapore,SGP,WPR,19,2003,Surveillance,1,A,122,4,,,,1,,,,,,,,,,,,,,,,,,,,,,7,,,
Singapore,SGP,WPR,20,2002,Surveillance,1,A,135,2,,,,2,,,,,,,,,,,,,,,,,,,,,,11,,,
Singapore,SGP,WPR,21,2001,Surveillance,1,A,126,1,,,,2,,,,,,,,,,,,,,,,,,,,,,7,,,
Singapore,SGP,WPR,22,1996,Surveillance,1,A,151,6,,,,2,,,,,,,,,,,,,,,,,,,,,,12,,,
Slovakia,SVK,EUR,1,2021,Surveillance,1,A,5,2,,,,,,,,,,,,,5,2,,,,2,,,,2,,,,,,,
Slovakia,SVK,EUR,2,2020,Surveillance,1,A,11,1,,,,,,,,,,,,,11,1,,,,2,,,,1,,,,,,,
Slovakia,SVK,EUR,3,2019,Surveillance,1,A,21,4,,,,,,,,,,,,,21,4,,,,5,,,,4,,,,,,,
Slovakia,SVK,EUR,4,2018,Surveillance,1,A,15,2,,,,,,,,,,,,,15,2,,,,2,,,,2,,,,,,,
Slovakia,SVK,EUR,5,2017,Surveillance,1,A,26,1,,,,,,,,,,,,,26,2,,,,3,,,,2,,,,,,,
Slovakia,SVK,EUR,6,2012,Surveillance,1,A,27,1,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Slovakia,SVK,EUR,7,2011,Surveillance,1,A,29,1,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Slovakia,SVK,EUR,8,2010,Surveillance,1,A,32,1,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Slovakia,SVK,EUR,9,2009,Surveillance,1,A,36,1,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Slovakia,SVK,EUR,10,2007,pre-2010 TME data collection,1,A,53,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,11,2006,pre-2010 TME data collection,1,A,61,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,12,2005,Surveillance,1,A,56,4,,,,0,,,,,,,,,,,,,,,,,,,,,,6,,,
Slovakia,SVK,EUR,13,2004,Surveillance,1,A,46,0,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,
Slovakia,SVK,EUR,14,2003,Surveillance,1,A,52,2,,,,1,,,,,,,,,,,,,,,,,,,,,,4,,,
Slovakia,SVK,EUR,15,2002,Surveillance,1,A,87,1,,,,2,,,,,,,,,,,,,,,,,,,,,,5,,,
Slovakia,SVK,EUR,16,2001,Surveillance,1,A,111,5,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,
Slovakia,SVK,EUR,17,2000,Surveillance,1,A,110,2,,,,0,,,,,,,,,,,,,,,,,,,,,,10,,,
Slovakia,SVK,EUR,18,1999,Surveillance,1,A,122,3,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,
Slovakia,SVK,EUR,19,1998,Surveillance,1,A,157,13,,,,3,,,,,,,,,,,,,,,,,,,,,,9,,,
Slovenia,SVN,EUR,1,2021,Surveillance,1,A,6,0,,,,,,,,,,,,,6,0,,,,0,,,,0,,,,,,,
Slovenia,SVN,EUR,2,2020,Surveillance,1,A,4,0,,,,,,,,,,,,,4,0,,,,0,,,,0,,,,,,,
Slovenia,SVN,EUR,3,2019,Surveillance,1,A,4,0,,,,,,,,,,,,,4,0,,,,0,,,,0,,,,,,,
Slovenia,SVN,EUR,4,2018,Surveillance,1,A,8,0,,,,,,,,,,,,,8,0,,,,0,,,,0,,,,,,,
Slovenia,SVN,EUR,5,2016,Surveillance,1,A,3,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Slovenia,SVN,EUR,6,2015,Surveillance,1,A,7,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Slovenia,SVN,EUR,7,2014,Surveillance,1,A,7,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Slovenia,SVN,EUR,8,2013,Surveillance,1,A,6,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Slovenia,SVN,EUR,9,2012,Surveillance,1,A,12,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Slovenia,SVN,EUR,10,2011,Surveillance,1,A,11,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Slovenia,SVN,EUR,11,2010,Surveillance,1,A,9,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Slovenia,SVN,EUR,12,2009,Surveillance,1,A,8,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Slovenia,SVN,EUR,13,2008,Surveillance,1,A,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Slovenia,SVN,EUR,14,2007,pre-2010 TME data collection,1,A,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,15,2006,pre-2010 TME data collection,1,A,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,16,2005,Surveillance,1,A,28,1,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Slovenia,SVN,EUR,17,2004,Surveillance,1,A,28,0,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,
Slovenia,SVN,EUR,18,2003,Surveillance,1,A,31,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Slovenia,SVN,EUR,19,2002,Surveillance,1,A,30,1,,,,0,,,,,,,,,,,,,,,,,,,,,,6,,,
Slovenia,SVN,EUR,20,2001,Surveillance,1,A,26,0,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Slovenia,SVN,EUR,21,2000,Surveillance,1,A,38,0,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Slovenia,SVN,EUR,22,1999,Surveillance,1,A,35,2,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Slovenia,SVN,EUR,23,1997,Surveillance,1,A,36,1,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Solomon Islands,SLB,WPR,1,2013,Surveillance,1,R,7,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Solomon Islands,SLB,WPR,2,2012,Surveillance,1,R,16,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Somalia,SOM,EMR,1,2011,Survey,1,A,96,,40.7,23.3,58.1,,6.3,2.8,13.4,,,,,,,,,,,,,,,,,,,,8.300000000000001,4.2,16
South Africa,ZAF,AFR,1,2021,Surveillance,1,A,10204,1269,,,,,,,,,,,,,10204,2716,,,,1279,,,,2716,,,,,,,
South Africa,ZAF,AFR,2,2014,Survey,1,A,2165,,4.6,3.2,6,,2.5,1.2,3.7,,,7.1,4.8,9.5,,,,,,,,,,,,,,,6.5,5.1,7.9
South Africa,ZAF,AFR,3,2002,Survey,1,A,1465,,6.69,5.43,8.15,,1.23,.73,1.94,,,,,,,,,,,,,,,,,,,,5.12,4.03,6.42
Spain,ESP,EUR,1,2015,Surveillance,1,A,61,10,,,,1,,,,,,,,,,,,,,,,,,,,,,6,,,
Sri Lanka,LKA,SEA,1,2018,Survey,1,A,67,,3,.4,10.4,,,,,,,,,,98,,3.1,.6,8.699999999999999,,3,.4,10.4,,4.5,.9,12.5,,,,
Sri Lanka,LKA,SEA,2,2016,Surveillance,1,R,334,6,,,,3,,,,48,3,,,,,,,,,,,,,,,,,10,,,
Sri Lanka,LKA,SEA,3,2013,Surveillance,1,R,343,2,,,,4,,,,5,0,,,,,,,,,,,,,,,,,9,,,
Sri Lanka,LKA,SEA,4,2011,Surveillance,1,R,408,9,,,,3,,,,0,0,,,,,,,,,,,,,,,,,27,,,
Sri Lanka,LKA,SEA,5,2010,Surveillance,1,R,378,6,,,,3,,,,,,,,,,,,,,,,,,,,,,14,,,
Sri Lanka,LKA,SEA,6,2006,Survey,1,A,34,,0,0,8.43,,0,0,8.43,,,,,,,,,,,,,,,,,,,,5.88,.72,19.68
Suriname,SUR,AMR,1,2021,Surveillance,1,A,6,1,,,,,,,,,,,,,7,1,,,,6,,,,1,,,,,,,
Sweden,SWE,EUR,1,2021,Surveillance,1,A,8,0,,,,,,,,,,,,,8,0,,,,0,,,,0,,,,,,,
Sweden,SWE,EUR,2,2020,Surveillance,1,A,10,1,,,,,,,,,,,,,10,1,,,,1,,,,1,,,,,,,
Sweden,SWE,EUR,3,2018,Surveillance,1,A,11,2,,,,,,,,,,,,,11,2,,,,3,,,,2,,,,,,,
Sweden,SWE,EUR,4,2017,Surveillance,1,A,21,1,,,,,,,,,,,,,21,2,,,,2,,,,2,,,,,,,
Sweden,SWE,EUR,5,2016,Surveillance,1,R,19,3,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Sweden,SWE,EUR,6,2015,Surveillance,1,A,17,2,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,
Sweden,SWE,EUR,7,2014,Surveillance,1,A,19,2,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Sweden,SWE,EUR,8,2013,Surveillance,1,A,16,2,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Sweden,SWE,EUR,9,2012,Surveillance,1,A,24,2,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Sweden,SWE,EUR,10,2011,Surveillance,1,A,31,5,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Sweden,SWE,EUR,11,2010,Surveillance,1,A,30,7,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,
Sweden,SWE,EUR,12,2009,Surveillance,1,A,34,4,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Sweden,SWE,EUR,13,2008,Surveillance,1,A,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
Sweden,SWE,EUR,14,2007,pre-2010 TME data collection,1,A,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,15,2006,pre-2010 TME data collection,1,A,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,16,2005,Surveillance,1,A,17,2,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Sweden,SWE,EUR,17,2004,Surveillance,1,A,22,1,,,,0,,,,,,,,,,,,,,,,,,,,,,4,,,
Sweden,SWE,EUR,18,2003,Surveillance,1,A,24,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,
Sweden,SWE,EUR,19,2002,Surveillance,1,A,33,0,,,,0,,,,,,,,,,,,,,,,,,,,,,6,,,
Sweden,SWE,EUR,20,2001,Surveillance,1,A,21,2,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,
Sweden,SWE,EUR,21,2000,Surveillance,1,A,42,1,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Sweden,SWE,EUR,22,1999,Surveillance,1,A,31,4,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Sweden,SWE,EUR,23,1997,Surveillance,1,A,24,2,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Switzerland,CHE,EUR,1,2021,Surveillance,1,R,6,0,,,,,,,,,,,,,7,0,,,,0,,,,0,,,,,,,
Switzerland,CHE,EUR,2,2015,Surveillance,1,A,19,4,,,,1,,,,0,0,,,,,,,,,,,,,,,,,2,,,
Switzerland,CHE,EUR,3,2014,Surveillance,1,A,28,4,,,,2,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Switzerland,CHE,EUR,4,2013,Surveillance,1,A,34,8,,,,2,,,,0,0,,,,,,,,,,,,,,,,,1,,,
Switzerland,CHE,EUR,5,2012,Surveillance,1,A,31,4,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Switzerland,CHE,EUR,6,2011,Surveillance,1,A,40,4,,,,0,,,,0,0,,,,,,,,,,,,,,,,,3,,,
Switzerland,CHE,EUR,7,2010,Surveillance,1,A,33,3,,,,1,,,,,,,,,,,,,,,,,,,,,,8,,,
Switzerland,CHE,EUR,8,2009,Surveillance,1,A,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,9,2008,Surveillance,1,A,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
Switzerland,CHE,EUR,10,2007,pre-2010 TME data collection,1,A,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,11,2006,pre-2010 TME data collection,1,A,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,12,2005,Surveillance,1,A,30,2,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Switzerland,CHE,EUR,13,2004,Surveillance,1,A,29,1,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Switzerland,CHE,EUR,14,2003,Surveillance,1,A,36,2,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,
Switzerland,CHE,EUR,15,2002,Surveillance,1,A,45,7,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,
Switzerland,CHE,EUR,16,2001,Surveillance,1,A,59,2,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Switzerland,CHE,EUR,17,2000,Surveillance,1,A,57,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,
Switzerland,CHE,EUR,18,1999,Surveillance,1,A,57,6,,,,0,,,,,,,,,,,,,,,,,,,,,,6,,,
Switzerland,CHE,EUR,19,1997,Surveillance,1,A,40,5,,,,1,,,,,,,,,,,,,,,,,,,,,,5,,,
Syrian Arab Republic,SYR,EMR,1,2019,Surveillance,1,A,38,5,,,,,,,,,,,,,38,13,,,,14,,,,16,,,,,,,
Syrian Arab Republic,SYR,EMR,2,2018,Surveillance,1,R,67,10,,,,,,,,,,,,,72,14,,,,13,,,,13,,,,,,,
Syrian Arab Republic,SYR,EMR,3,2016,Surveillance,1,R,82,14,,,,6,,,,0,0,,,,,,,,,,,,,,,,,36,,,
Syrian Arab Republic,SYR,EMR,4,2015,Surveillance,1,R,81,13,,,,0,,,,9,3,,,,,,,,,,,,,,,,,2,,,
Syrian Arab Republic,SYR,EMR,5,2011,Surveillance,1,R,70,22,,,,16,,,,0,0,,,,,,,,,,,,,,,,,16,,,
Syrian Arab Republic,SYR,EMR,6,2003,Survey,1,A,54,,25.93,14.96,39.65,,3.7,.45,12.75,,,,,,,,,,,,,,,,,,,,5.56,1.16,15.39
Tajikistan,TJK,EUR,1,2021,Surveillance,1,A,265,68,,,,,,,,,,,,,305,105,,,,98,,,,71,,,,,,,
Tajikistan,TJK,EUR,2,2020,Surveillance,1,A,301,84,,,,,,,,,,,,,340,147,,,,135,,,,85,,,,,,,
Tajikistan,TJK,EUR,3,2017,Survey,1,A,263,,41.1,35.1,47.3,,,,,,,,,,263,,43,36.9,49.2,,51.3,45.1,57.5,,43,36.9,49.2,,,,
Tajikistan,TJK,EUR,4,2012,Surveillance,1,R,496,278,,,,4,,,,157,98,,,,,,,,,,,,,,,,,47,,,
Tajikistan,TJK,EUR,5,2011,Survey,1,A,373,,53.6,48.4,58.7,,2.1,1,4.3,,,,,,,,,,,,,,,,,,,,.5,.1,2.1
Thailand,THA,SEA,1,2020,Surveillance,1,R,3667,337,,,,,,,,,,,,,3724,590,,,,740,,,,490,,,,,,,
Thailand,THA,SEA,2,2012,Survey,1,A,196,,18.9,13.7,25.1,,5.1,2.5,9.199999999999999,,,,,,,,,,,,,,,,,,,,10.7,6.8,15.9
Thailand,THA,SEA,3,2006,Survey,1,A,194,,34.54,27.87,41.68,,.52,.01,2.84,,,,,,,,,,,,,,,,,,,,9.789999999999999,6,14.87
Thailand,THA,SEA,4,2001,Survey,1,A,172,,20.35,14.6,27.15,,2.33,.64,5.85,,,,,,,,,,,,,,,,,,,,10.47,6.32,16.03
Timor-Leste,TLS,SEA,1,2019,Survey,1,A,5,,0,0,100,,,,,,,,,,73,,2.7,.5,8.199999999999999,,0,0,100,,20,1.3,62.8,,0,0,100
Togo,TGO,AFR,1,2020,Surveillance,1,A,124,1,,,,,,,,,,,,,124,3,,,,1,,,,3,,,,,,,
Togo,TGO,AFR,2,2016,Surveillance,1,R,150,10,,,,0,,,,36,0,,,,,,,,,,,,,,,,,6,,,
Tunisia,TUN,EMR,1,2020,Surveillance,1,R,22,7,,,,,,,,,,,,,22,7,,,,13,,,,7,,,,,,,
Tunisia,TUN,EMR,2,2017,Surveillance,1,A,70,9,,,,,,,,,,,,,70,9,,,,9,,,,9,,,,,,,
Tunisia,TUN,EMR,3,2016,Surveillance,1,A,71,3,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Tunisia,TUN,EMR,4,2015,Surveillance,1,A,41,7,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Tunisia,TUN,EMR,5,2012,Survey,1,A,84,,11.7,4.5,18.9,,,2.6,,,,,,,,,,,,,,,,,,,,,3.8,,
Türkiye,TUR,EUR,1,2020,Surveillance,1,A,285,24,,,,,,,,,,,,,297,33,,,,56,,,,30,,,,,,,
Türkiye,TUR,EUR,2,2019,Surveillance,1,A,370,33,,,,,,,,,,,,,381,37,,,,70,,,,35,,,,,,,
Türkiye,TUR,EUR,3,2018,Surveillance,1,A,441,44,,,,,,,,,,,,,445,53,,,,104,,,,52,,,,,,,
Türkiye,TUR,EUR,4,2017,Surveillance,1,A,543,61,,,,,,,,,,,,,546,77,,,,129,,,,76,,,,,,,
Türkiye,TUR,EUR,5,2016,Surveillance,1,A,583,80,,,,11,,,,3,1,,,,,,,,,,,,,,,,,58,,,
Türkiye,TUR,EUR,6,2015,Surveillance,1,A,570,102,,,,16,,,,,,,,,,,,,,,,,,,,,,72,,,
Türkiye,TUR,EUR,7,2013,Surveillance,1,A,591,105,,,,13,,,,,,,,,,,,,,,,,,,,,,73,,,
Türkiye,TUR,EUR,8,2012,Surveillance,1,A,641,140,,,,19,,,,,,,,,,,,,,,,,,,,,,80,,,
Turkmenistan,TKM,EUR,1,2018,Survey,1,A,273,,54.2,48.3,60.1,,,,,,,,,,278,,54,48.1,59.8,,69.2,63.6,74.5,,55,49,60.8,,,,
Turkmenistan,TKM,EUR,2,2013,Survey,1,A,170,,37.6,30.3,45.4,,.6,0,3.2,,,,,,,,,,,,,,,,,,,,28.8,22.1,36.3
Tuvalu,TUV,WPR,1,2021,Surveillance,1,A,1,0,,,,,,,,,,,,,1,1,,,,0,,,,1,,,,,,,
Uganda,UGA,AFR,1,2011,Survey,1,A,116,,12.1,6.8,19.4,,0,,,,,,,,,,,,,,,,,,,,,,5.2,1.9,10
Ukraine,UKR,EUR,1,2021,Surveillance,1,A,3977,1218,,,,,,,,,,,,,3977,1607,,,,1451,,,,1607,,,,,,,
Ukraine,UKR,EUR,2,2020,Surveillance,1,A,4025,1227,,,,,,,,,,,,,4025,1662,,,,1482,,,,1662,,,,,,,
Ukraine,UKR,EUR,3,2019,Surveillance,1,A,5827,1902,,,,,,,,,,,,,5827,2498,,,,2350,,,,2498,,,,,,,
Ukraine,UKR,EUR,4,2018,Surveillance,1,A,6219,2299,,,,,,,,,,,,,6219,2888,,,,2884,,,,2888,,,,,,,
Ukraine,UKR,EUR,5,2017,Surveillance,1,A,6502,2414,,,,,,,,,,,,,6502,3113,,,,2989,,,,3113,,,,,,,
Ukraine,UKR,EUR,6,2016,Surveillance,1,A,7050,2875,,,,620,,,,725,159,,,,,,,,,,,,,,,,,738,,,
Ukraine,UKR,EUR,7,2014,Survey,1,A,313,,58.1,52.1,64.09999999999999,,.3,0,.9,,,,,,,,,,,,,,,,,,,,8.4,5.2,11.7
Ukraine,UKR,EUR,8,2012,Surveillance,1,A,5925,1908,,,,325,,,,,,,,,,,,,,,,,,,,,,793,,,
United Arab Emirates,ARE,EMR,1,2018,Surveillance,1,R,1,1,,,,,,,,,,,,,1,1,,,,1,,,,1,,,,,,,
United Arab Emirates,ARE,EMR,2,2013,Surveillance,1,R,5,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,1,2019,Surveillance,1,A,122,3,,,,,,,,,,,,,123,4,,,,8,,,,4,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,2,2018,Surveillance,1,A,150,7,,,,,,,,,,,,,151,8,,,,19,,,,8,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,3,2017,Surveillance,1,A,128,4,,,,,,,,,,,,,128,6,,,,10,,,,6,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,4,2015,Surveillance,1,A,145,5,,,,0,,,,,,,,,,,,,,,,,,,,,,8,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,5,2014,Surveillance,1,A,165,6,,,,0,,,,,,,,,,,,,,,,,,,,,,12,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,6,2013,Surveillance,1,A,193,7,,,,3,,,,,,,,,,,,,,,,,,,,,,7,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,7,2012,Surveillance,1,A,244,14,,,,2,,,,,,,,,,,,,,,,,,,,,,14,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,8,2011,Surveillance,1,A,231,13,,,,1,,,,,,,,,,,,,,,,,,,,,,11,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,9,2009,Surveillance,1,A,362,11,,,,3,,,,,,,,,,,,,,,,,,,,,,15,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,10,2008,pre-2010 TME data collection,1,A,186,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,11,2007,Surveillance,1,A,251,14,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,12,2006,pre-2010 TME data collection,1,A,255,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,13,2005,Surveillance,1,A,271,7,,,,2,,,,,,,,,,,,,,,,,,,,,,16,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,14,2004,Surveillance,1,A,259,6,,,,1,,,,,,,,,,,,,,,,,,,,,,12,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,15,2003,Surveillance,1,A,256,6,,,,2,,,,,,,,,,,,,,,,,,,,,,16,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,16,2002,Surveillance,1,A,293,8,,,,3,,,,,,,,,,,,,,,,,,,,,,17,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,17,2001,Surveillance,1,A,243,7,,,,0,,,,,,,,,,,,,,,,,,,,,,14,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,18,2000,Surveillance,1,A,237,10,,,,3,,,,,,,,,,,,,,,,,,,,,,15,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,19,1999,Surveillance,1,A,220,6,,,,2,,,,,,,,,,,,,,,,,,,,,,4,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,20,1997,Surveillance,1,A,189,25,,,,0,,,,,,,,,,,,,,,,,,,,,,14,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,21,1995,Surveillance,1,A,148,25,,,,1,,,,,,,,,,,,,,,,,,,,,,19,,,
United Republic of Tanzania,TZA,AFR,1,2018,Survey,1,A,108,,5,1,8.9,,,,,,,,,,123,,7.3,2.7,11.9,,4.6,1.1,8.199999999999999,,6.5,2.3,10.6,,,,
United Republic of Tanzania,TZA,AFR,2,2007,Survey,1,A,127,,3.1,.9,7.9,,1.6,.2,5.6,,,,,,,,,,,,,,,,,,,,15,9.300000000000001,22.4
United States of America,USA,AMR,1,2021,Surveillance,1,A,189,9,,,,,,,,,,,,,191,13,,,,24,,,,12,,,,,,,
United States of America,USA,AMR,2,2020,Surveillance,1,A,189,8,,,,,,,,,,,,,189,9,,,,28,,,,9,,,,,,,
United States of America,USA,AMR,3,2019,Surveillance,1,A,241,15,,,,,,,,,,,,,242,16,,,,37,,,,16,,,,,,,
United States of America,USA,AMR,4,2018,Surveillance,1,A,241,16,,,,,,,,,,,,,242,18,,,,47,,,,18,,,,,,,
United States of America,USA,AMR,5,2017,Surveillance,1,A,238,21,,,,,,,,,,,,,238,24,,,,48,,,,24,,,,,,,
United States of America,USA,AMR,6,2016,Surveillance,1,A,266,14,,,,1,,,,,,,,,,,,,,,,,,,,,,36,,,
United States of America,USA,AMR,7,2015,Surveillance,1,A,290,14,,,,2,,,,,,,,,,,,,,,,,,,,,,31,,,
United States of America,USA,AMR,8,2014,Surveillance,1,A,298,22,,,,3,,,,,,,,,,,,,,,,,,,,,,36,,,
United States of America,USA,AMR,9,2013,Surveillance,1,A,255,10,,,,2,,,,,,,,,,,,,,,,,,,,,,34,,,
United States of America,USA,AMR,10,2012,Surveillance,1,A,339,10,,,,5,,,,0,0,,,,,,,,,,,,,,,,,39,,,
United States of America,USA,AMR,11,2011,Surveillance,1,A,304,23,,,,6,,,,,,,,,,,,,,,,,,,,,,29,,,
United States of America,USA,AMR,12,2010,Surveillance,1,A,345,17,,,,4,,,,,,,,,,,,,,,,,,,,,,34,,,
United States of America,USA,AMR,13,2009,Surveillance,1,A,336,19,,,,24,,,,,,,,,,,,,,,,,,,,,,49,,,
United States of America,USA,AMR,14,2008,Surveillance,1,A,427,20,,,,6,,,,,,,,,,,,,,,,,,,,,,35,,,
United States of America,USA,AMR,15,2007,Surveillance,1,A,495,18,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,
